LONGITUDE,LATITUDE,Date,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th
-121.9448632,37.40922508,2014-05-02T16:09:00.000Z,FIRST ST,TASMAN DR,1,1,0,FIRST ST & TASMAN DR,35,5000,15,13600,39.5,0,36
-121.882944,37.36612543,2015-03-19T21:12:00.000Z,BERRYESSA RD,COMMERCIAL ST,0,1,1,668' east of BERRYESSA RD & COMMERCIAL ST,40,11500,159,40150,43.3,0,39.7
-121.9182329,37.37325741,2014-10-13T03:00:00.000Z,BROKAW RD,FIRST ST,0,1,2,BROKAW RD & FIRST ST,45,20900,104,16300,46.3,0,41.8
-121.9226672,37.24349272,2015-04-09T12:53:00.000Z,LEIGH AV,LOS GATOS ALMADEN RD,1,0,0,LEIGH AV & LOS GATOS ALMADEN RD,35,5250,12,5900,39.5,0,35.5
-121.8500036,37.3554327,2014-10-24T18:17:00.000Z,ALUM ROCK AV,CHECKERS DR,0,1,1,ALUM ROCK AV & CHECKERS DR,35,3054,30,29000,41,0,36
-121.8701071,37.31257391,2015-01-08T18:03:00.000Z,MONTEREY RD,SAN JOSE AV,1,0,1,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5
-121.8084536,37.32386015,2014-04-30T02:13:00.000Z,CAPITOL EX,QUIMBY RD,0,1,0,CAPITOL EX & QUIMBY RD,35,4082,80,17100,39.5,0,35.5
-121.8123554,37.34336487,2015-07-18T23:03:00.000Z,OCALA AV,RIDGEMONT DR,0,1,1,320' west of OCALA AV & RIDGEMONT DR,35,3600,26,20000,38,0,34.5
-121.8308566,37.35530335,2015-07-18T20:06:00.000Z,CAPITOL AV,CAPITOL EX,0,1,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3
-121.7798309,37.23295691,2015-09-29T12:55:00.000Z,GREAT OAKS BL,VIA DEL ORO ,0,1,1,GREAT OAKS BL & VIA DEL ORO ,40,4920,10,11700,41,0,37
-121.8234317,37.28053781,2014-10-15T06:52:00.000Z,SAN GREGORIO WY,SENTER RD,0,1,1,SAN GREGORIO WY & SENTER RD,30,4700,23,3100,32,0,28
-121.9838495,37.32311997,2015-07-27T12:07:00.000Z,RICHFIELD DR,STEVENS CREEK BL,0,1,0,226' west of RICHFIELD DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.8795657,37.27506415,2015-09-07T02:33:00.000Z,ALMADEN EX,HILLSDALE AV,1,0,0,ALMADEN EX & HILLSDALE AV,40,10700,62,23900,44,0,40.7
-121.8922913,37.36809622,2015-09-13T05:45:00.000Z,OAKLAND RD,SERVICE ST,1,0,0,75' south of OAKLAND RD & SERVICE ST,35,3200,35,24100,36,0,33
-121.8270195,37.35083834,2015-06-06T07:23:00.000Z,CAPITOL EX,STORY RD,1,0,1,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5
-121.9598016,37.31607292,2014-10-24T18:29:00.000Z,CYPRESS AV,MOORPARK AV,0,1,0,CYPRESS AV & MOORPARK AV,30,2600,3,1600,31,0,27
-121.8460147,37.39778209,2015-05-21T16:41:00.000Z,PIEDMONT RD,ROCKPORT AV,1,0,0,PIEDMONT RD & ROCKPORT AV,35,6000,8,1500,37,0,33
-121.8268266,37.36453964,2015-07-25T17:23:00.000Z,ROSE AV,WHITE RD,0,1,0,ROSE AV & WHITE RD,30,2400,11,3500,36,0,30
-121.890593,37.40331799,2015-09-04T06:42:00.000Z,LUNDY AV,TRADE ZONE BL,1,0,0,150' west of LUNDY AV & TRADE ZONE BL,40,5570,116,42900,42.5,0,39
-121.8345964,37.25117468,2015-08-06T06:56:00.000Z,BLOSSOM HILL RD,WEST VALLEY FR,0,1,2,BLOSSOM HILL RD & WEST VALLEY FR,40,10800,188,37000,47,0,42.5
-121.880191,37.31620135,2015-07-25T17:42:00.000Z,ALMADEN AV,HUMBOLDT ST,0,1,2,185' north of ALMADEN AV & HUMBOLDT ST,30,5000,50,7900,33.3,0,30
-121.8755926,37.36271984,2015-04-08T15:28:00.000Z,MABURY RD,TAYLOR ST,0,1,0,MABURY RD & TAYLOR ST,40,6650,32,12400,41.5,0,38
-121.8784948,37.32962559,2014-11-11T19:15:00.000Z,REED ST,SIXTH ST,0,1,0,137' east of REED ST & SIXTH ST,30,5000,50,7900,33.3,0,30
-121.8741688,37.41393236,2015-09-20T21:54:00.000Z,LANEVIEW DR,MORRILL AV,1,0,2,295' north of LANEVIEW DR & MORRILL AV,30,3550,11,2500,34,1,30
-121.8766921,37.26298958,2015-08-05T00:12:00.000Z,ALMADEN EX,BRANHAM LN,0,1,1,ALMADEN EX & BRANHAM LN,40,5290,19,21000,43,0,40.3
-121.8289196,37.32030695,2015-08-10T20:13:00.000Z,ALVIN AV,TULLY RD,0,1,0,160' west of ALVIN AV & TULLY RD,30,1550,26,6850,31,0,27
-121.8514743,37.3341986,2015-08-15T10:19:00.000Z,FELIPE AV,STORY RD,0,1,2,290' west of FELIPE AV & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.8884765,37.33717795,2015-10-11T01:20:00.000Z,SANTA CLARA ST,THIRD ST,0,1,1,SANTA CLARA ST & THIRD ST,30,4300,22,13100,33.5,0,29
-121.8719407,37.32272442,2015-10-17T01:53:00.000Z,KEYES ST,SEVENTH ST,0,1,0,72' west of KEYES ST & SEVENTH ST,35,4100,103,16000,36.5,0,32
-121.9006064,37.38227766,2015-04-06T21:29:00.000Z,BROKAW RD,RIDDER PARK DR,0,1,0,355' east of BROKAW RD & RIDDER PARK DR,30,2170,3,4400,33,0,30
-121.8750034,37.3174695,2015-10-11T00:42:00.000Z,FIRST ST,FLOYD ST,1,0,0,67' south of FIRST ST & FLOYD ST,25,550,5,9850,29,0,27
-121.8871065,37.24581806,2015-08-19T10:49:00.000Z,BLOSSOM HILL RD,KOOSER RD,0,1,1,205' west of BLOSSOM HILL RD & KOOSER RD,35,10600,20,18700,42,0,37
-121.7511624,37.2264387,2015-08-22T13:02:00.000Z,METCALF RD,MONTEREY RD,0,1,0,51' north of METCALF RD & MONTEREY RD,45,14200,170,31100,49.7,0,43.7
-121.8353016,37.3451997,2015-03-28T00:08:00.000Z,DIANA AV,STORY RD,1,0,1,139' east of DIANA AV & STORY RD,35,8200,196,28850,40.5,0,36.5
-121.8255431,37.36314676,2015-10-13T07:05:00.000Z,FLORENCE AV,WHITE RD,1,0,1,FLORENCE AV & WHITE RD,30,2400,11,3500,36,0,30
-121.7989027,37.25723443,2015-04-15T18:45:00.000Z,BLOSSOM HILL RD,SOUTH VALLEY FR,0,1,1,BLOSSOM HILL RD & SOUTH VALLEY FR,45,14200,170,31100,49.7,0,43.7
-121.9085612,37.26998268,2015-10-13T19:35:00.000Z,FOXWORTHY AV,GRIZILO DR,0,1,0,FOXWORTHY AV & GRIZILO DR,25,6400,2,2050,29.3,0,28
-121.8627964,37.25840241,2015-10-05T18:22:00.000Z,CHYNOWETH AV,PEARL AV,1,0,0,CHYNOWETH AV & PEARL AV,35,2500,9,5550,38,0,34
-121.8764772,37.31913698,2015-07-05T00:51:00.000Z,HUMBOLDT ST,SECOND ST,0,2,0,60' south of HUMBOLDT ST & SECOND ST,35,8034,36,13500,38.5,0,35.5
-121.8547316,37.30357533,2015-08-21T18:29:00.000Z,SEVENTH ST,TULLY RD,0,1,0,SEVENTH ST & TULLY RD,35,8034,36,13500,38.5,0,35.5
-121.9320464,37.3278105,2015-04-18T13:49:00.000Z,BASCOM AV,NAGLEE AV,0,1,1,150' east of BASCOM AV & NAGLEE AV,35,5040,19,11900,38,0,34.5
-121.8722208,37.37104422,2015-04-20T10:38:00.000Z,COMMODORE DR,KING RD,0,1,2,COMMODORE DR & KING RD,40,6650,32,12400,41.5,0,38
-121.862281,37.22165055,2015-08-20T16:33:00.000Z,ALMADEN EX,CAMDEN AV,0,1,2,240' west of ALMADEN EX & CAMDEN AV,35,4550,14,4550,39,0,35
-121.8499243,37.4062904,2015-10-04T12:50:00.000Z,INSPIRATION CT,PIEDMONT RD,1,0,0,177' south of INSPIRATION CT & PIEDMONT RD,30,8100,3,750,32.5,0,29
-121.9025366,37.32139742,2015-03-24T21:47:00.000Z,AUZERAIS AV,HANNAH ST,0,1,0,60' east of AUZERAIS AV & HANNAH ST,25,5950,34,5250,28.5,0,24.5
-121.9116848,37.27939844,2015-03-24T19:29:00.000Z,MERIDIAN AV,MOROCCO DR,0,1,0,110' north of MERIDIAN AV & MOROCCO DR,35,10250,82,17700,39,0,35.3
-121.9773527,37.31067787,2015-09-29T22:22:00.000Z,SARATOGA AV,STRAWBERRY PARK DR,0,1,0,SARATOGA AV & STRAWBERRY PARK DR,30,3100,8,2600,32,0,29
-121.8505321,37.29273394,2015-11-21T19:42:00.000Z,MONTECITO VISTA DR,MONTEREY RD,1,0,2,MONTECITO VISTA DR & MONTEREY RD,35,4000,12,7150,38,0,34
-121.8909196,37.35930391,2014-11-24T12:28:00.000Z,HEDDING ST,OAKLAND RD,1,0,0,70' south of HEDDING ST & OAKLAND RD,35,2050,26,14150,41,0,37
-121.8259062,37.32237618,2015-10-03T20:18:00.000Z,KING RD,TULLY RD,0,1,0,KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7
-121.7953302,37.32007051,2015-10-10T15:05:00.000Z,STEVENS LN,WHITE RD,0,1,0,STEVENS LN & WHITE RD,30,3600,8,3500,34.5,0,30.5
-121.8311005,37.2659845,2015-04-06T08:14:00.000Z,BRANHAM LN,SNELL AV,0,1,2,BRANHAM LN & SNELL AV,40,8070,32,19050,43.7,0,40.3
-121.8338383,37.26890724,2014-10-30T03:55:00.000Z,SKYWAY DR,SNELL AV,0,1,0,350' north of SKYWAY DR & SNELL AV,35,1925,9,8700,39,0,34
-121.8932944,37.34948052,2015-08-06T14:32:00.000Z,JACKSON ST,SIXTH ST,0,1,2,100' west of JACKSON ST & SIXTH ST,25,3940,10,2600,31,0,27
-121.7992965,37.25378451,2015-04-07T15:20:00.000Z,MONTEREY RD,MONTEREY PLAZA DW,1,0,0,MONTEREY RD & MONTEREY PLAZA DW,45,14200,170,31100,49.7,0,43.7
-121.8058425,37.26584428,2015-04-10T09:49:00.000Z,DISCOVERY AV,GREY GHOST AV,0,1,1,DISCOVERY AV & GREY GHOST AV,25,1475,6,2900,28,0,24
-121.8237983,37.2988016,2014-09-05T20:00:00.000Z,CAPITOL EX,TUERS RD,1,0,2,981' west of CAPITOL EX & TUERS RD,30,5000,13,1950,32.5,0,28.5
-121.8696533,37.34611438,2015-10-13T22:53:00.000Z,SANTA CLARA ST,TWENTY SECOND ST,3,1,0,SANTA CLARA ST & TWENTY SECOND ST,25,7300,21,2600,29.7,0,27
-122.0276772,37.31116701,2015-04-26T18:42:00.000Z,BOLLINGER RD,WINDSOR ST,0,1,2,BOLLINGER RD & WINDSOR ST,35,5650,18,15700,40,0,36.5
-121.7836897,37.26029487,2015-08-22T18:40:00.000Z,HELLYER AV,SILVER CREEK VALLEY RD,0,1,0,HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.8410426,37.26599971,2015-08-23T14:46:00.000Z,BRANHAM LN,KINGSPARK DR,0,1,0,BRANHAM LN & KINGSPARK DR,35,3350,24,8250,40,0,35
-121.8289196,37.32030695,2015-08-27T13:05:00.000Z,ALVIN AV,TULLY RD,0,1,2,140' south of ALVIN AV & TULLY RD,30,1550,26,6850,31,0,27
-121.847667,37.30796347,2014-11-16T17:33:00.000Z,SENTER RD,TULLY RD,0,1,1,SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.865451,37.39128671,2015-04-15T21:45:00.000Z,CAPITOL AV,SIERRA RD,2,0,0,315' south of CAPITOL AV & SIERRA RD,35,5800,27,13150,39.7,0,35.3
-121.9286039,37.34347446,2014-11-09T18:55:00.000Z,ALAMEDA ,NEWHALL ST,0,1,1,ALAMEDA  & NEWHALL ST,25,1300,5,2050,29,0,36
-121.8365175,37.27926591,2015-10-21T05:48:00.000Z,CAPITOL EX,MONTEREY RD,1,0,1,1059' east of CAPITOL EX & MONTEREY RD,35,9700,139,11850,39.5,0,35.5
-121.9157001,37.31070276,2014-11-18T17:56:00.000Z,FRUITDALE AV,ST ELIZABETH DR,0,1,0,FRUITDALE AV & ST ELIZABETH DR,30,850,7,8250,31,0,28
-121.833853,37.36329974,2014-11-17T14:05:00.000Z,ALUM ROCK AV,BIRCH LN,0,1,0,110' east of ALUM ROCK AV & BIRCH LN,35,3054,30,29000,41,0,36
-121.9129879,37.23626469,2015-05-05T10:17:00.000Z,BLOSSOM HILL RD,HARWOOD RD,0,1,1,BLOSSOM HILL RD & HARWOOD RD,25,5000,6,3100,31,0,28.3
-121.7842154,37.23557882,2015-08-31T21:07:00.000Z,SAN IGNACIO AV,VIA DEL ORO ,0,1,0,655' north of SAN IGNACIO AV & VIA DEL ORO ,35,3700,4,5100,38.5,0,34
-121.9129416,37.39810799,2015-08-31T20:43:00.000Z,MONTAGUE EX,OTOOLE AV,0,1,2,MONTAGUE EX & OTOOLE AV,45,10360,58,29400,47.5,0,43
-121.861191,37.3035989,2015-09-07T17:37:00.000Z,CURTNER AV,MONTEREY RD,0,1,2,CURTNER AV & MONTEREY RD,40,7150,199,30600,42,0,38
-121.8387007,37.36578133,2015-06-20T19:37:00.000Z,CAPITOL AV,MADDEN AV,1,1,0,CAPITOL AV & MADDEN AV,35,3054,30,29000,41,0,36
-121.8599923,37.22418003,2015-09-07T23:05:00.000Z,MEADOWOOD DR,REDMOND AV,0,1,1,155' north of MEADOWOOD DR & REDMOND AV,35,12400,17,4100,39,0,35
-121.8901449,37.29345283,2015-09-11T08:34:00.000Z,LINCOLN AV,MALONE RD,0,1,0,LINCOLN AV & MALONE RD,30,3200,9,3900,32.5,0,28.5
-121.8375767,37.34365975,2015-09-25T02:24:00.000Z,HOPKINS DR,STORY RD,0,1,1,HOPKINS DR & STORY RD,25,4050,15,4300,29,0,26
-121.8099925,37.2637122,2016-04-06T08:59:00.000Z,ROEDER RD,WHIRLAWAY DR,0,1,2,ROEDER RD & WHIRLAWAY DR,25,1065,1,1250,27,0,23
-121.9225598,37.27590531,2016-04-12T06:52:00.000Z,CURTNER AV,LEIGH AV,0,1,0,80' south of CURTNER AV & LEIGH AV,35,10250,82,17700,39,0,35.3
-121.8688984,37.31135782,2016-04-17T01:47:00.000Z,MONTEREY RD,PHELAN AV,0,1,0,142' north of MONTEREY RD & PHELAN AV,25,4830,19,7950,29.5,0,26.5
-121.9232927,37.31070177,2016-04-16T21:59:00.000Z,FRUITDALE AV,LEIGH AV,0,1,2,89' north of FRUITDALE AV & LEIGH AV,35,5200,68,12150,37.5,0,33.5
-121.8724937,37.29512544,2016-04-12T13:49:00.000Z,CURTNER AV,GUADALUPE FR,0,1,2,100' west of CURTNER AV & GUADALUPE FR,30,800,8,2250,31,0,28
-121.9225668,37.28674389,2016-05-03T06:50:00.000Z,CAMPBELL AV,LEIGH AV,0,1,0,CAMPBELL AV & LEIGH AV,25,2690,5,1350,31.7,0,27.7
-121.8636834,37.27465092,2016-02-27T08:30:00.000Z,CAPITOL EX,GUADALUPE FR,0,1,0,CAPITOL EX & GUADALUPE FR,35,2300,28,12100,39,0,35
-121.9075048,37.31685811,2016-05-31T11:12:00.000Z,LINCOLN AV,PARKMOOR AV,0,1,2,LINCOLN AV & PARKMOOR AV,30,2000,12,10250,33,0,29
-121.8677483,37.32475017,2016-05-31T21:23:00.000Z,ELEVENTH ST,KEYES ST,0,1,0,ELEVENTH ST & KEYES ST,30,14650,183,25700,34.3,0,30.5
-121.833579,37.26605007,2016-04-17T15:00:00.000Z,BRANHAM LN,BRANHAM PLAZA DW,0,1,0,110' west of BRANHAM LN & BRANHAM PLAZA DW,40,2850,15,15350,44,0,40
-121.8933983,37.25784689,2016-06-02T12:45:00.000Z,BRANHAM LN,SUTCLIFF AV,0,1,0,BRANHAM LN & SUTCLIFF AV,30,5400,9,3850,34.5,0,31
-121.7617032,37.18224252,2016-07-19T16:49:00.000Z,BAILEY AV,MCKEAN RD,1,0,0,BAILEY AV & MCKEAN RD,35,5000,3,3500,41,0,37
-121.9025366,37.32139742,2016-04-09T14:03:00.000Z,AUZERAIS AV,HANNAH ST,0,1,2,423' west of AUZERAIS AV & HANNAH ST,25,5950,34,5250,28.5,0,24.5
-122.0322699,37.30607075,2016-05-01T17:12:00.000Z,DE ANZA BL,ROLLINGDELL DR,0,1,0,DE ANZA BL & ROLLINGDELL DR,35,5650,18,15700,40,0,36.5
-121.8649649,37.34833245,2016-05-01T20:29:00.000Z,SANTA CLARA ST,TWENTY SEVENTH ST,0,1,0,SANTA CLARA ST & TWENTY SEVENTH ST,25,7300,21,2600,29.7,0,27
-121.8307114,37.19669448,2016-05-29T20:11:00.000Z,ALMADEN RD,MINORU DR,0,1,0,ALMADEN RD & MINORU DR,40,3250,6,5300,42,0,38
-121.9167808,37.26360981,2016-05-12T01:16:00.000Z,HILLSDALE AV,ROSS AV,0,1,0,220' east of HILLSDALE AV & ROSS AV,40,2350,20,19700,41.5,0,37.5
-121.8332272,37.29342558,2016-07-09T03:30:00.000Z,CAPITOL EX,SENTER RD,1,0,2,CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8290107,37.27245836,2016-05-27T23:23:00.000Z,MONTEREY RD,SKYWAY DR,0,1,0,72' west of MONTEREY RD & SKYWAY DR,35,1925,9,8700,39,0,34
-121.86127,37.25039699,2016-06-30T21:34:00.000Z,BLOSSOM HILL RD,HILLVIEW AV,1,0,1,141' west of BLOSSOM HILL RD & HILLVIEW AV,40,20000,120,22100,45,0,40.5
-121.8038533,37.23699447,2016-05-08T21:44:00.000Z,COTTLE RD,SANTA TERESA BL,0,1,0,COTTLE RD & SANTA TERESA BL,35,3200,18,8100,40,0,36
-121.8556863,37.32836824,2016-05-08T17:26:00.000Z,BELLHURST AV,LUCRETIA AV,0,1,0,BELLHURST AV & LUCRETIA AV,35,8000,75,8050,41,0,37
-121.8080817,37.31143755,2016-05-14T19:32:00.000Z,ABORN RD,CAPITOL EX,0,1,0,ABORN RD & CAPITOL EX,35,14500,300,23900,37.8,0,34
-121.8881042,37.32519689,2016-05-17T09:01:00.000Z,ALMADEN BL,REED ST,0,1,0,ALMADEN BL & REED ST,25,2900,17,5100,30,1,25
-121.861191,37.3035989,2016-05-15T14:45:00.000Z,CURTNER AV,MONTEREY RD,0,1,0,113' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36
-121.8496134,37.26560409,2016-05-15T08:28:00.000Z,BRANHAM LN,WELLINGTON PARK DR,0,1,0,BRANHAM LN & WELLINGTON PARK DR,35,3350,24,8250,40,0,35
-121.8425752,37.25061493,2016-05-20T21:52:00.000Z,BLOSSOM HILL RD,CHESBRO AV,0,1,1,96' east of BLOSSOM HILL RD & CHESBRO AV,30,5280,2,400,32,1,28
-121.8903767,37.33315881,2016-06-11T02:11:00.000Z,MARKET ST,PLAZA ,0,1,0,52' south of MARKET ST & PLAZA ,25,3900,95,24300,30,0,25.5
-121.7915371,37.31397077,2016-06-08T21:43:00.000Z,ABORN RD,WHITE RD,0,1,1,372' west of ABORN RD & WHITE RD,40,10990,71,25800,43.7,0,39.3
-121.8605739,37.38656307,2016-06-16T14:05:00.000Z,BERRYESSA RD,CAPITOL AV,0,1,0,BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3
-121.8673702,37.37977263,2016-06-16T10:50:00.000Z,BERRYESSA RD,FLICKINGER AV,0,1,0,70' north of BERRYESSA RD & FLICKINGER AV,40,5400,14,10000,42.5,0,38.5
-121.8365218,37.31517733,2016-07-30T19:55:00.000Z,MCLAUGHLIN AV,TULLY RD,1,0,0,125' north of MCLAUGHLIN AV & TULLY RD,35,8000,75,8050,41,0,37
-121.8588836,37.25283731,2016-06-14T00:10:00.000Z,SANTA TERESA BL,THORNWOOD DR,0,1,0,SANTA TERESA BL & THORNWOOD DR,35,2300,11,13300,39,0,36
-121.8980798,37.35590969,2016-06-14T17:15:00.000Z,HEDDING ST,SIXTH ST,0,1,0,HEDDING ST & SIXTH ST,35,3700,10,11750,39,0,34.5
-121.9981223,37.30979864,2016-06-10T09:23:00.000Z,BOLLINGER RD,WUNDERLICH DR,0,1,0,BOLLINGER RD & WUNDERLICH DR,25,3200,5,1900,30,1,25
-121.8097429,37.30578259,2016-07-16T09:14:00.000Z,ANNIE LAURIE WY,SILVER CREEK RD,0,1,0,ANNIE LAURIE WY & SILVER CREEK RD,30,3100,25,9700,32.5,0,28.5
-121.8039569,37.24596916,2016-07-16T23:07:00.000Z,BESWICK DR,COTTLE RD,0,1,0,BESWICK DR & COTTLE RD,35,2700,11,7150,39,0,35
-121.8237654,37.32382383,2016-07-23T19:34:00.000Z,HURAN DR,TULLY RD,0,1,1,HURAN DR & TULLY RD,35,6000,15,6250,39.5,0,35
-121.812769,37.3312538,2016-10-02T00:57:00.000Z,CAPITOL EX,TULLY RD,1,0,1,100' south of CAPITOL EX & TULLY RD,40,4100,47,27400,44,0,40
-121.882944,37.36612543,2013-07-25T08:01:00.000Z,BERRYESSA RD,COMMERCIAL ST,0,1,2,97' west of BERRYESSA RD & COMMERCIAL ST,40,11500,159,40150,43.3,0,39.7
-121.847667,37.30796347,2016-07-27T08:07:00.000Z,SENTER RD,TULLY RD,0,1,2,SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.9009058,37.32235976,2016-10-06T21:41:00.000Z,AUZERAIS AV,DRAKE ST,1,0,1,AUZERAIS AV & DRAKE ST,25,5950,34,5250,28.5,0,24.5
-121.8151579,37.29138388,2016-08-05T02:09:00.000Z,HONEYDALE CT,YERBA BUENA RD,0,1,1,HONEYDALE CT & YERBA BUENA RD,40,3750,7,10250,43,0,39
-121.8740384,37.36374547,2016-08-06T06:37:00.000Z,DOT WY,MABURY RD,0,2,0,DOT WY & MABURY RD,40,6650,32,12400,41.5,0,38
-121.9192988,37.26731915,2016-07-15T18:10:00.000Z,FOXWORTHY AV,ROSS AV,0,1,0,FOXWORTHY AV & ROSS AV,35,5975,46,13150,38.5,0,35
-121.8321021,37.28041899,2016-07-21T04:34:00.000Z,SAN MATEO DR,SEVEN TREES BL,0,1,0,153' north of SAN MATEO DR & SEVEN TREES BL,30,2300,21,4800,34,0,29
-121.9396882,37.41978831,2016-06-20T12:10:00.000Z,ALVISO MILPITAS RD,ZANKER RD,0,1,0,ALVISO MILPITAS RD & ZANKER RD,35,3450,6,8550,39.5,0,36
-121.8701071,37.31257391,2016-08-16T14:36:00.000Z,MONTEREY RD,SAN JOSE AV,0,1,2,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5
-121.9310773,37.32340008,2016-10-25T17:27:00.000Z,LASWELL AV,SAN CARLOS ST,1,0,0,180' south of LASWELL AV & SAN CARLOS ST,35,9250,144,23300,37,0,32.7
-121.8524442,37.29472253,2016-10-29T17:38:00.000Z,MONTEREY RD,UMBARGER RD,1,0,1,51' west of MONTEREY RD & UMBARGER RD,35,4000,12,7150,38,0,34
-121.9253371,37.38275823,2016-07-15T16:52:00.000Z,COMPONENT DR,FIRST ST,0,1,1,COMPONENT DR & FIRST ST,35,1560,1,3200,37,0,32
-121.8539598,37.21568759,2016-07-17T23:54:00.000Z,ALMADEN EX,TRINIDAD DR,0,1,0,ALMADEN EX & TRINIDAD DR,35,4600,10,10100,39.5,0,36.5
-121.8514743,37.3341986,2016-08-03T04:55:00.000Z,FELIPE AV,STORY RD,1,0,2,FELIPE AV & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.9109509,37.31288703,2016-07-20T21:04:00.000Z,PEDRO ST,RACE ST,0,1,1,PEDRO ST & RACE ST,25,1875,4,5300,27,0,25
-121.9194349,37.31070663,2016-08-03T00:45:00.000Z,COLLEGE DR,FRUITDALE AV,0,1,0,COLLEGE DR & FRUITDALE AV,30,850,7,8250,31,0,28
-121.7659172,37.3223535,2016-11-01T16:30:00.000Z,MURILLO AV,ROSE TERRASSE ,1,0,0,87' south of MURILLO AV & ROSE TERRASSE ,35,2900,0,1150,39,0,35
-121.7793878,37.27664891,2016-10-02T02:45:00.000Z,HAWKSTONE WY,SILVER CREEK VALLEY RD,1,0,0,150' north of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.8673702,37.37977263,2016-08-04T12:56:00.000Z,BERRYESSA RD,FLICKINGER AV,0,1,1,50' west of BERRYESSA RD & FLICKINGER AV,40,5400,14,10000,42.5,0,38.5
-121.8665678,37.34297332,2016-08-28T22:30:00.000Z,SAN ANTONIO ST,TWENTY SECOND ST,0,1,0,SAN ANTONIO ST & TWENTY SECOND ST,35,4000,43,11400,37,0,34
-121.8536516,37.33274106,2016-07-24T21:22:00.000Z,MCLAUGHLIN AV,STORY RD,0,1,1,MCLAUGHLIN AV & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.914058,37.27919962,2016-08-14T20:18:00.000Z,CURTNER AV,HERITAGE DR,0,1,2,243' west of CURTNER AV & HERITAGE DR,35,10250,82,17700,39,0,35.3
-121.9093102,37.30096186,2016-08-07T15:30:00.000Z,MINNESOTA AV,WEAVER DR,0,1,0,348' west of MINNESOTA AV & WEAVER DR,30,8200,37,11250,34.5,0,31
-121.8280348,37.36583671,2016-10-08T22:40:00.000Z,ALUM ROCK AV,WHITE RD,0,1,1,173' south of ALUM ROCK AV & WHITE RD,30,8658,110,23950,34,0,30
-121.8860627,37.32894173,2016-09-30T23:44:00.000Z,BALBACH ST,MARKET ST,0,1,1,BALBACH ST & MARKET ST,25,3900,95,24300,30,0,25.5
-121.8582982,37.30073865,2016-10-03T16:02:00.000Z,MONTEREY RD,TULLY RD,0,1,0,430' north of MONTEREY RD & TULLY RD,40,1400,46,35400,45,0,40
-121.9209388,37.39117242,2016-10-07T06:14:00.000Z,JUNCTION AV,TRIMBLE RD,0,1,0,JUNCTION AV & TRIMBLE RD,40,9600,10,8850,40.3,0,37.3
-121.8225077,37.35981405,2016-08-15T13:11:00.000Z,WESTBORO DR,WHITE RD,0,1,2,WESTBORO DR & WHITE RD,30,2400,11,3500,36,0,30
-121.837977,37.28067761,2016-11-29T02:59:00.000Z,CAPITOL EX,MONTEREY RD,1,0,1,51' south of CAPITOL EX & MONTEREY RD,35,9700,139,11850,39.5,0,35.5
-121.8270224,37.28682289,2016-08-09T23:03:00.000Z,EZIE ST,SENTER RD,0,1,0,EZIE ST & SENTER RD,30,1850,17,9025,34,0,31
-121.8338718,37.32688807,2016-09-02T18:47:00.000Z,CUNNINGHAM AV,PANAMA AV,0,1,1,92' east of CUNNINGHAM AV & PANAMA AV,35,3520,9,4100,38.5,0,35
-121.8800873,37.29232976,2016-09-05T23:48:00.000Z,ALMADEN RD,CURTNER AV,0,1,0,ALMADEN RD & CURTNER AV,40,7150,199,30600,42,0,38
-121.8605739,37.38656307,2016-08-24T19:34:00.000Z,BERRYESSA RD,CAPITOL AV,0,1,2,BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3
-121.9135149,37.28990566,2016-09-05T21:33:00.000Z,GATON DR,MERIDIAN AV,0,1,0,116' south of GATON DR & MERIDIAN AV,35,7300,54,24050,39.5,0,37
-121.9136236,37.30093592,2016-09-14T23:30:00.000Z,ISABEL DR,MERIDIAN AV,0,2,0,ISABEL DR & MERIDIAN AV,30,8200,37,11250,34.5,0,31
-121.8332983,37.34767178,2016-09-14T18:45:00.000Z,ANGIE AV,JACKSON AV,0,1,0,ANGIE AV & JACKSON AV,35,8350,140,20900,38,0,33.7
