OBJECTID,STREET,ROUTE,START,END_,SPD,DATE,CD,PD,LEN,ACC,VOL,RATE,TYPE,F85th,NEW,LOCAL,MEAN_SPD,BGN_PACE,PRCNT_PACE,Jurisdiction,on_hold,reason_for_on_hold,Comment,F50th,GlobalID,Shape__Length
315,SAN CARLOS ST,,BASCOM AV,BIRD AV,35,2011-07-11T00:00:00.000Z,6,F,9250,144,23300,3.22,"4, divided/undivided",37, ,0,,28,78,CITY,0,,,32.7,47d89a1d-3a7a-4ed0-a6ad-87d7911e3466,9228.71212722994
316,SAN FELIPE RD,,VILLAGES PW,YERBA BUENA RD,40,2018-12-11T00:00:00.000Z,8,P,3500,8,14100,0.78,"4, divided/undivided",44, ,0,,35,77,CITY,0,,,40,6276d419-a729-4375-bb2f-992956940178,3515.61641585077
317,SAN FELIPE RD,,YERBA BUENA RD,FOWLER RD,45,2011-01-25T00:00:00.000Z,8,P,5400,32,22500,1.28,"4, divided",46, ,0,,39,91,CITY,0,,,42.3,b6e946a1-f3f7-4f0c-9696-a810bb65fabe,5253.8755175809
318,SAN FELIPE RD,,FOWLER RD,ABORN RD,40,2011-01-25T00:00:00.000Z,8,P,2700,27,22550,2.14,"4, divided/undivided",42, ,0,,34,85,CITY,0,,,38.5,e3495a45-09de-454b-9fc9-03a33f03c270,2852.75516746442
319,SAN FELIPE RD,,S CITY LIMIT,VILLAGES PW,35,2015-02-11T00:00:00.000Z,8,P,14280,17,3500,1.64,"2, undivided",39, ,0,,31,90,CITY,0,,,35.5,c99c2e3f-b404-4754-841f-e15fd3cdcd3f,8568.85521507906
320,SAN FERNANDO ST,,MONTGOMERY ST,THIRTEENTH ST,25,2018-03-12T00:00:00.000Z,3,EK,8166,47,8750,3.17,"2, undivided/divided",29, ,0,,21,95,CITY,0,,,25.7,761a4eb5-fea2-4c44-a36d-7a09ae19666d,8172.1563741651
321,SAN IGNACIO AV,,SANTA TERESA BL,GREAT OAKS BL,35,2012-06-19T00:00:00.000Z,2,Y,3700,4,5100,1.02,"2, undivided",38.5, ,0,,30,85,CITY,0,,,34,cfbc0021-c6d0-455c-906c-075dd5c5b13c,3755.59929147314
322,SAN IGNACIO AV,,BERNAL RD,GREAT OAKS BL,40,2011-07-11T00:00:00.000Z,2,Y,1850,6,17600,0.89,"4, divided",42, ,0,,31,75,CITY,0,,,36,17c0e7df-b139-4b46-b3dc-bafb5592034a,1859.30169851118
323,SAN JOSE AV,,ALMADEN EX,MONTEREY RD,25,2017-06-28T00:00:00.000Z,7,L,3000,31,6350,7.85,"2, undivided",30.5, ,0,,23,90,CITY,0,,,27.5,7a76c8d4-1e81-4668-9a4e-e1cdeacd4644,2932.00220256474
324,SAN TOMAS AQUINO RD / FENIAN DR,,BUCKNALL RD,KEITH DR,30,2017-03-02T00:00:00.000Z,1,N,2050,6,11500,1.23,"2, divided",35, ,0,,37,91,CITY,0,,,32.5,a59b893a-6a2e-4f4f-97df-e6932ddcabe8,642.019595521565
325,SAN TOMAS AQUINO RD,,LATIMER AV,SARATOGA AV,35,2017-02-27T00:00:00.000Z,1,N,5100,20,12900,1.47,"2, 4, divided/undivided",38.7, ,0,,30,82,CITY,0,,,34.7,533597ba-f263-4f49-a38a-264d5c9d48b3,5133.58103162969
326,SANTA CLARA ST,,SR 87,SEVENTEENTH ST,25,2017-06-28T00:00:00.000Z,3,EK,800,151,15200,5.99,"4, undivided/divided",28.5, ,0,,21,89,CITY,0,,,24.8,e7af221b-3605-40f8-bfd2-df0d388ea1d5,7655.01532475274
327,SANTA CLARA ST,,SEVENTEENTH ST,US 101,25,2017-04-25T00:00:00.000Z,3,KV,4300,82,16100,5.64,"4, undivided",30, ,0,,22,84,CITY,0,,,26.5,3f15c3c7-bc19-4dc8-a81e-8fd41eac271c,4096.1135860826
328,SANTA TERESA BL,,SOUTH CITY LIMIT,BAYLISS DR,50,2011-04-13T00:00:00.000Z,2,Y,13100,14,4450,1.16,"2, 3, 4, divided/undivided",54.3,,0,,47,75,CITY,0,,,49.3,397a2350-6581-476d-b684-d26f8fc4d6cd,13141.9482749823
329,SANTA TERESA BL,,BLOSSOM HILL RD,COTTLE AV,40,2011-04-05T00:00:00.000Z,10,Y,20000,120,22100,1.31,"6, divided",45, ,0,,36,76,CITY,0,,,40.5,5803e899-2488-42da-870f-c7a12c58b81b,19973.5528946652
330,SANTA TERESA BL,,BAYLISS DR,BERNAL RD,45,2016-09-09T00:00:00.000Z,2,Y,5300,13,11650,1.02,"4,6, divided",48.3,,0,,38,71,CITY,0,,,43.7,9c36c268-fc85-4343-90f3-0d2dce828146,5357.87345592432
331,SANTA TERESA BL,,BERNAL RD,COTTLE RD,45,2016-09-09T00:00:00.000Z,2,Y,9000,45,17100,1.41,"6, divided",47.5,,0,,39,80,CITY,0,,,43.3,44394b24-5b33-405c-acc7-f8881b352c61,9030.58495792775
332,SARATOGA AV,,LAWRENCE EX (750' S/O),MOORPARK AV,40,2012-09-06T00:00:00.000Z,1,N,12200,198,36700,2.13,"4, 6, divided",42.5, ,0,,35,85,CITY,0,,,39,70d4771b-d13f-43c4-aea1-a48427fdac28,12289.3602554171
333,SARATOGA AV,,MOORPARK AV,STEVENS CREEK BL,35,2012-02-10T00:00:00.000Z,1,N,3150,140,49450,4.33,"4, 5, divided",39, ,0,,31,89,CITY,0,,,35,9e7e9716-8e97-478a-b225-474b142f392d,3192.5331063023
334,SCHALLENBERGER RD,,OAKLAND RD,RIDDER PARK DR,40,2013-06-17T00:00:00.000Z,4,R,1850,1,2050,1.27,"2, 4, undivided w/2-way LT lane",38, ,0,,29,88,CITY,0,,,34,165bf9a1-6882-4850-81c9-0080d6a9cea6,1882.82649422029
335,SCOTTSDALE DR (L),,QUIMBY RD,WESTGROVE LN,25,2003-01-30T00:00:00.000Z,8,P,4200,7,2000,4,a / 2,32, ,1,29.500000,24,97,CITY,0,,,,51b9eeab-3d32-4f8a-81d8-a8cd5feb7232,4229.1858207936
336,SECOND ST,,SAN SALVADOR ST,ST JOHN ST,20,2015-10-14T00:00:00.000Z,3,,3250,41,5500,10.86,"2, undivided",23,,0,,15,96,CITY,0,,,18,fd3dfaaa-4c1b-478a-add0-383588dcb631,3239.87373611534
337,SENTER RD,,CAPITOL EX,KEYES ST,40,2012-03-09T00:00:00.000Z,7,L,15150,187,23450,2.54,"6, divided/undivided",42.8, ,0,,34,78,CITY,0,,,38.5,9cb7dde1-702b-4afd-8e5b-a27034c3369b,15100.9112183289
338,SENTER RD,,MONTEREY RD,CAPITOL EX,35,2012-03-19T00:00:00.000Z,7,X,9700,139,11850,5.83,"2-4, undivided",39.5, ,0,,31,77,CITY,0,,,35.5,dcbacbf5-d429-4926-be44-bfb13e9487a3,9781.38898275428
339,SEVEN TREES BL,,SENTER RD,CAPITOL EX,30,2014-04-14T00:00:00.000Z,7,L,2300,21,4800,9.17,"2, undivided",34,,0,,25,85,CITY,0,,,29,9582d563-066e-4e9d-8cae-2119d264800f,2424.87038539927
340,SEVENTEENTH ST,,SANTA CLARA ST,HEDDING ST,25,2017-08-17T00:00:00.000Z,3,V,7300,21,2600,5.34,"2, undivided",29.7, ,0,,23,92,CITY,0,,,27,17c8b8e9-cc06-40ea-baf6-dc4b70943ffe,7290.68195976614
341,SEVENTH ST,,MARGARET WY,SAN SALVADOR ST,25,2016-02-16T00:00:00.000Z,3,K,2000,24,10350,5.59,"2, undivided",32, ,0,,24,76,CITY,0,,,28,92645a30-f893-4407-a14e-2269a647d103,1874.90868859495
342,SEVENTH ST,,TULLY RD,HUMBOLDT ST,35,2018-07-20T00:00:00.000Z,7,L,8034,36,13500,1.6,"2, undivided",38.5, ,0,,31,93,CITY,0,,,35.5,16ff5dbc-0fbb-48c2-8823-f6e58a669a13,8042.39258035082
343,SEVENTH ST,,HUMBOLDT ST,MARGARET ST,30,2017-08-08T00:00:00.000Z,3,KL,3100,24,14650,2.55,"2, undivided",34, ,0,,26,89,CITY,0,,,30,8036dff7-20a0-4e76-baf3-b23e4a6f5e68,3095.67074844454
344,SEVENTH ST,,SAN FERNANDO ST,HEDDING ST,25,2018-05-21T00:00:00.000Z,3,K,8093,38,2600,8.71,"2, undivided",29.3, ,0,,22,92,CITY,0,,,26,e4572075-faf7-49ec-80da-1903349bd8f5,8075.47253914322
345,SHASTA AV,,SAN CARLOS ST,PARK AV,25,2017-08-11T00:00:00.000Z,6,F,2760,5,3750,2.33,"2, undivided",29, ,0,,21,97,CITY,0,,,28,2a7db417-1514-47f9-a2d2-5c6caba5165b,2735.91753126863
346,SHENADO PL (L),,CHYNOWETH AV,MONTEREY HW,30,1983-06-17T00:00:00.000Z,2,X,950,2,4000,2.5,c / 2,37, ,1,32.900000,28,82,CITY,0,,,,a3b4f099-e8fd-4510-9ab5-27d10f29b5c2,692.176568381245
347,SIERRA RD,,CAPITOL  AV,PIEDMONT RD,35,2011-03-15T00:00:00.000Z,4,W,6150,30,8400,2.8,"2,4, divided/undivided",38.5,,0,,31,87,CITY,0,,,35,c0267102-870f-43d9-8a66-3849eb13892c,6233.61111303561
348,SIERRA RD,,PIEDMONT RD,680' E/O VARNER CT,35,2016-04-12T00:00:00.000Z,4,W,2580,6,1100,10.19,"2, undivided",38, ,0,,28,69,CITY,0,,,32.5,6dfd966b-f455-4f7f-9c50-0ac4de5b6828,2575.19979568293
349,SILVER CREEK RD,,YERBA BUENA RD,CAPITOL EX,35,2014-10-09T00:00:00.000Z,8,P,3600,46,22900,2.69,"4, undivided",39, ,0,,30,83,CITY,0,,,34,6da097bf-bf90-4c79-9eec-e8fb98fa3de1,3601.96449175147
350,SILVER CREEK VALLEY RD,,YERBA BUENA RD,SOUTH VALLEY FR,45,2011-07-18T00:00:00.000Z,8,P,20800,48,15550,0.72,"4, 6, divided",50.3, ,0,,40,68,CITY,0,,,45.3,01faed03-729b-4310-b2c6-406446ccdd3a,19972.0836908592
351,SILVER ESTATES (L),,SAN FELIPE RD,PARK ESTATES WY,25,1993-05-06T00:00:00.000Z,8,P,3900,0,1200,0,a / 2,35,,1,28.700000,23,64,CITY,0,,,,5f8498f3-a2a3-4f82-b0f2-0264f856a976,3892.97321597131
352,SILVER LEAF RD,,TENNANT AV,FORD RD,30,2012-04-04T00:00:00.000Z,2,Y,6850,5,1000,3.52,"2, undivided",32.3, ,0,,23,84,CITY,0,,,28.3,89f49949-f2eb-4f78-baac-9d0f2800ff22,6924.46759771476
353,SINGLETON RD,,SENTER RD,LOCKE DR,25,2016-06-22T00:00:00.000Z,7,X,2100,8,2550,7.2,"2, undivided",29.5, ,0,,21,84,CITY,0,,,26,53d8a54a-7f7d-42a6-a0c0-1117046716a3,1941.20270928638
354,SKYPORT DR,,SR-87,FIRST ST,40,2011-06-20T00:00:00.000Z,3,R,2000,20,7500,6.43,"6, divided",41, ,0,,32,41,CITY,0,,,36,b47945b0-0fbe-4c1e-b556-769e65e91af7,1818.66508950359
355,SNELL AV,,CAPITOL EX,HILLSDALE AV,40,2018-12-18T00:00:00.000Z,7,X,2350,18,13750,2.69,"2, 4, divided/undivided",43, ,0,,34,84,CITY,0,,,39,1f4bc3b0-6d98-4880-9614-348506426684,2350.95653324053
356,SNELL AV,,BLOSSOM HILL RD,CAPITOL EX,40,2018-12-18T00:00:00.000Z,10,X,10500,97,22100,2.02,"4, 6, undivided/divided",44, ,0,,35,83,CITY,0,,,40.3,107b6d8f-08e1-4577-81b5-d603959117aa,10620.8293670502
357,SNELL AV,,COLLEEN DR,SANTA TERESA BL,35,2018-12-18T00:00:00.000Z,10,Y,3300,4,3850,1.52,"2, undivided/divided",39, ,0,,30,78,CITY,0,,,35,fa38040d-beb3-421c-947c-6e07b1f632c9,3303.47712876534
358,SNELL AV,,SANTA TERESA BL,BLOSSOM HILL RD,40,2018-12-18T00:00:00.000Z,2,Y,5320,37,14250,2.35,"4, divided/undivided",42.5, ,0,,34,85,CITY,0,,,38.5,db98c766-4698-4ed1-a2b2-4d6bbcd05134,5323.46434089087
359,SNOW DR,,BRANHAM LN EAST,COYOTE RD,25,2017-06-23T00:00:00.000Z,2,X,6050,8,1600,3.99,"2, undivided",25,,0,,18,92,CITY,0,,,21,555558bb-3ecc-44b8-8fd2-512194c8069f,6053.83970664918
360,SONORA AV (L),,GUADALUPE PW,FIRST ST,25,1994-10-07T00:00:00.000Z,3,R,1760,2,4000,28.85,a / 2,31,,1,27,21,77,CITY,0,,,,0d103146-9d1d-4bd5-9ea8-ff1b36623668,1540.45127342625
361,SOUTHWEST EX,,BASCOM AV,MERIDIAN AV,40,2013-06-04T00:00:00.000Z,6,S,7400,33,10600,2.03,"2, 4, undivided/divided",43, ,0,,35,84,CITY,0,,,38.3,e95a8243-7113-4d66-8d2d-444d89350177,7259.44632717026
362,ST ELIZABETH ST (L),,STOKES ST,FRUITDALE AV,25,2016-09-12T00:00:00.000Z,6,S,2460,6,2600,4.52,"2, undivided",29, ,1,,21,81,CITY,0,,,25.5,041cc28b-727d-4ca3-9516-3d57db4b4e84,2220.46883788663
363,ST JAMES ST,,FOURTH ST,NINETEENTH ST,25,2013-09-23T00:00:00.000Z,3,V,5050,51,5150,9.46,"2, undivided",28.5, ,0,,21,90,CITY,0,,,25,f3a44e85-b6dc-4482-9b08-bad22f9e1b40,5034.96326471321
364,STEVENS CREEK BL,,STERN AV,SARATOGA AV,40,2012-03-19T00:00:00.000Z,1,N,9750,86,28200,1.51,"6, divided/undivided",41, ,0,,32,82,CITY,0,,,36.7,f6b171fb-a6f6-4431-81b7-d9ee724837d2,9741.75823247643
365,STEVENS CREEK BL,,I-880,BASCOM AV,35,2018-07-11T00:00:00.000Z,6,F,2500,37,22000,4.54,"4, divided",36, ,0,,29,85,CITY,0,,,32,cc3f48d9-67e4-46cb-bcca-66423d41536a,3058.630792156
366,STEVENS CREEK BL,,SARATOGA AV,I-880,35,2012-03-08T00:00:00.000Z,1,N,8450,218,35050,3.55,"6, divided/undivided",39.5, ,0,,31,79,CITY,0,,,35.5,f37a792c-f02f-4142-a0c6-07dfbb38715a,7975.00685539388
367,STEVENS LN,,WHITE RD,OAKGATE WY,30,2015-11-05T00:00:00.000Z,8,P,3600,8,3500,3.06,"2, undivided",34.5,,0,,27,76,CITY,0,,,30.5,74e7e0fa-3505-4cfa-8c0b-c25b7dc3595f,3618.64090045877
368,STOCKTON AV,,THE ALAMEDA,TAYLOR ST,30,2012-05-10T00:00:00.000Z,6,F,4200,30,7700,4.47,"2, undivided w/ 2-way LT lane",34.5, ,0,,26,81,CITY,0,,,30.5,1d95c596-73e4-4ab1-bc52-d068db28a348,4242.81701508268
369,STOKES ST,,BASCOM AV,ST. ELIZABETH DR,30,2014-04-28T00:00:00.000Z,6,S,5800,19,2100,7.52,"2, undivided",33, ,0,,25,88,CITY,0,,,29,72a3d306-f0d5-4192-92c8-9c0f282ddc21,5001.06074362073
370,STORY RD,,CLAYTON RD,FLEMING AV,30,2011-08-01T00:00:00.000Z,5,CM,3650,5,4800,1.38,"2, undivided",33,,0,,26,98,CITY,0,,,30,7c32bf32-a73d-41cf-8a66-56105712b6da,3640.39661064888
371,SUNCREST AV,,PIEDMONT RD,BOULDER DR,35,2014-12-05T00:00:00.000Z,4,W,6000,8,1500,4.29,"2, undivided w/ 2-way LT lane",37, ,0,,28,85,CITY,0,,,33,772ab134-589f-4275-bede-b989c5d7f36c,7538.47574600355
372,SUNNY CT (L),,MC LAUGHLIN AV,520' E OF BONITA AV,25,2002-02-22T00:00:00.000Z,3,K,2150,9,2000,9.9,a / 2,31, ,1,26,22,77,CITY,0,,,,62dfb213-1ca9-4054-bf72-0960b100f25e,1711.3641672296
373,SYLVANDALE AV,,SENTER RD,KAUAI DR,30,2012-03-19T00:00:00.000Z,7,X,1850,17,9025,4.91,"2, undivided w/ 2-way LT lane",34, ,0,,26,90,CITY,0,,,31,24e6f2c5-dc53-4116-bd1c-19d827e2054b,1829.40010555444
374,TAYLOR ST,,THIRTEENTH ST,US 101,30,2017-02-03T00:00:00.000Z,3,V,3800,35,10900,4.07,"2, undivided",33.5, ,0,,25,88,CITY,0,,,29.5,6e8399f0-d5f1-427f-939b-e00f81adf72d,3815.72310644455
375,TAYLOR ST,,FIRST ST,THIRTEENTH ST,25,2016-05-24T00:00:00.000Z,3,V,4200,62,14000,5.08,"2, undivided",30, ,0,,23,87,CITY,0,,,26.7,4c749f77-0b3b-40f1-89be-b0a290add390,4219.68630856455
376,TENTH ST,,TULLY RD,PHELAN AV,40,2012-04-04T00:00:00.000Z,7,L,5000,37,12800,2.79,"4, undivided w/ 2-way LT lane",42.5, ,0,,34,84,CITY,0,,,39,585fa9d2-0e1e-46e3-b884-8b6032ff010d,4931.75948984052
377,TENTH ST,,HEDDING ST,OLD BAYSHORE HW,35,2016-09-12T00:00:00.000Z,3,V,3700,10,11750,1.11,"4, undivided",39, ,0,,30,76,CITY,0,,,34.5,eb57c3ef-6b58-4fbd-b14f-e18cb7507c7e,3823.08254992344
378,TENTH ST,,HUMBOLDT ST,HEDDING ST,30,2016-05-12T00:00:00.000Z,3,KV R,14750,156,12950,3.94,"2, undivided",33.7, ,0,,24,83,CITY,0,,,30,5d1cbdbb-106a-4d01-8a2b-0ec7d00a89d6,14866.7323141078
379,TERMINAL DR (L),,AIRPORT BL,AIRPORT PW,25,1999-02-04T00:00:00.000Z,3,D,2000,36,10000,8.63,  / 2-3,29, ,1,25,20,81,CITY,0,,,,5729db91-30a7-4131-87e3-464f645e01ff,1913.33498518856
380,THIRD ST,,JULIAN ST,TAYLOR ST,30,2011-03-15T00:00:00.000Z,3,V,3600,26,3100,11.23,"2, undivided",31, ,0,,25,84,CITY,0,,,28.7,7d8aa11d-d72e-41ae-aeab-b7505f620e67,3620.39664256613
381,THIRD ST,,REED ST,KEYES ST,30,2009-03-26T00:00:00.000Z,3,EL,3100,47,7300,10.02,a / 3,36, ,0,,27,80,CITY,0,,,32,09914c38-453f-43ae-b37a-31cf6bd6d4e0,3112.93466666011
382,THIRD ST,,JULIAN ST,REED ST,30,2006-10-19T00:00:00.000Z,3,E,5615,178,9059,17,a / 3,30.5, ,0,27.400000,24,86,CITY,0,,,,ed1e2b28-c978-43f2-bb41-d1bc8b36ff60,5702.3709370859
383,THORNWOOD DR,,WINFIELD BL,SANTA TERESA BL,35,2014-04-10T00:00:00.000Z,10,A,2300,11,13300,1.73,"4, undivided",39, ,0,,32,90,CITY,0,,,36,bee9f6cc-ff3d-48ca-90a0-4c1893966aee,2312.54336451604
384,TISCH WY,,WINCHESTER BL,MONROE ST,35,2013-07-08T00:00:00.000Z,6,N,1990,9,6100,3.58,"2, undivided",37,,0,,31,92,CITY,0,,,34,59aa48fb-1764-40e9-b279-75c5bdfa1554,1999.61842632631
385,TOWNSEND AV (L),,LUNDY AV,SAJAK AV,25,2002-11-04T00:00:00.000Z,4,R,2250,9,2600,7.3,c / 2,33.6, ,1,29.600000,24,80,CITY,0,,,,8102fa1f-da73-4e0f-97ed-1a83b2eb6210,2275.43078065599
386,TOYON AV,,McKEE RD,PENITENCIA CREEK RD,35,2014-09-22T00:00:00.000Z,4,W,4800,19,6050,3.15,"2, undivided",37.5, ,0,,29,87,CITY,0,,,33.5,cf18cee4-592b-480c-9277-065892bb0023,4777.72140644079
387,TRADE ZONE BL,,MONTAGUE EX,CAPITOL AV,40,2014-08-28T00:00:00.000Z,4,R,4540,26,21150,1.31,"4, divided",42, ,0,,34,93,CITY,0,,,38.5,f83984ce-af5c-442a-b20e-12ede946897b,4651.84618335877
388,TRADEWINDS DR,,SNELL AV,EAGLES LN,30,2016-02-16T00:00:00.000Z,2,X,2700,11,1600,12.28,"2, undivided",31,,0,,22,82,CITY,0,,,26.5,60d6290f-2dbc-47b1-8a2b-83466d2bbef8,2791.87244966702
389,TRIMBLE RD,,CENTRAL EX,MONTAGUE EX,45,2014-12-10T00:00:00.000Z,4,R,10360,58,29400,0.92,"6, divided",47.5, ,0,,38,83,CITY,0,,,43,7c61feb3-546d-4aa1-9754-9b566be11d9c,10475.7174061859
390,TRINIDAD DR,,CAMDEN AV,ALMADEN EX,35,2013-09-30T00:00:00.000Z,10,A,4600,10,10100,1.04,"2, undivided w/2-way LT lane",39.5, ,0,,33,89,CITY,0,,,36.5,62f00aa5-0200-408f-a91d-200cf8089918,4538.85553827003
391,TUERS RD,,CAPITOL EX,GASSMANN DR,30,2015-11-12T00:00:00.000Z,7,L,5000,13,1950,6.43,"2, undivided",32.5, ,0,,25,94,CITY,0,,,28.5,e68f8336-ebe1-4019-aa2f-58b345fcba41,5128.84981519122
392,TULLY RD,,CAPITOL EX,WHITE RD,40,2012-05-03T00:00:00.000Z,8,P,4100,47,27400,2.02,"6, divided",44, ,0,,35,84,CITY,0,,,40,278ff933-d7cb-4551-8347-e1905fed627c,4081.28638461742
393,TULLY RD,,MONTEREY RD,CAPITOL EX,40,2018-03-14T00:00:00.000Z,7,L,17800,240,40700,1.6,"6, divided",42.3, ,0,,34,81,CITY,0,,,38,c0d73d10-bac2-4d60-8bfe-ed5eddbbb889,17810.739855916
394,TULLY RD,,WHITE RD,RUBY AV,35,2014-12-05T00:00:00.000Z,8,P,4600,16,12000,1.4,"4-5, divided",39.5, ,0,,31,87,CITY,0,,,36,ced57343-e113-4d5a-8c3c-293d17732dba,4632.49211201771
395,TWENTY-FOURTH ST,,WILLIAM ST,JULIAN ST,25,2018-07-10T00:00:00.000Z,3,V,4400,42,7550,6.1,"2, undivided",29.5, ,0,,22,93,CITY,0,,,26,22557f9c-e9c4-4a07-829b-858576ea4562,4362.46824705988
396,TWENTY-THIRD ST (L),,MISSION ST,TAYLOR ST,25,2003-12-08T00:00:00.000Z,3,V,750,186,1240,1.02,a / 2,32, ,1,27,23,68,CITY,0,,,,b4ee1c3a-d0bf-4ad3-a2f8-0558481e31d4,829.674755836576
397,UMBARGER RD,,MONTEREY RD,SENTER RD,35,2013-08-01T00:00:00.000Z,7,L,4000,12,7150,2.02,"2, undivided",38,,0,,29,83,CITY,0,,,34,f50a0e47-865e-4f2a-9168-6d74060141d9,4046.48293750791
398,UNION AV,,SAMARITAN DR,CAMDEN AV,35,2013-07-08T00:00:00.000Z,9,T,4250,16,19900,0.91,"4, undivided/divided",39, ,0,,31,93,CITY,0,,,35,fce2fe6e-177a-4a60-ba3c-9e778d2a10fc,4079.85559049487
399,UNION AV,,LOS GATOS-ALMADEN RD,SAMARITAN DR,35,2012-11-20T00:00:00.000Z,9,A,2600,22,20200,2.02,"4, undivided",40, ,0,,33,85,CITY,0,,,36,1e14f3f5-4bfb-4b56-b20b-41b38ab80e40,2595.2590574293
400,UNION AV,,CAMDEN AV,BASCOM AV,35,2018-03-06T00:00:00.000Z,9,T,4800,22,17500,1.26,"4, undivided/divided",38.5, ,0,,31,84,CITY,0,,,35,c5914877-55e9-43ae-9d45-f5767449db77,4816.41074344258
401,VANDERBILT DR (L),,VILLANOVA RD,NEVILLE AV,25,2004-08-16T00:00:00.000Z,1,N,2650,2,950,3.92,a / 2,31, ,1,26.500000,22,78,CITY,0,,,,ca480c36-3b19-43f6-843c-3eb8bc275143,2723.36587882657
402,VILLAGES PW,,SAN FELIPE RD,HOUNDS ESTATES ,35,2013-08-09T00:00:00.000Z,8,P,2000,6,9450,1.53,"4, divided",35, ,0,,28,93,CITY,0,,,32,27c01571-1e53-480c-a66e-5bde888f3136,1916.9522516597
403,VINE ST,,ALMA AV,100' N/O GRANT ST,30,2015-01-23T00:00:00.000Z,3,L,4900,42,7050,5.86,"2, undivided",32.7, ,0,,27,98,CITY,0,,,30.3,31af8dfe-6b58-4804-965a-356bfefaefbc,4906.10433188227
404,VINEYARD DR,,BROMLEY CROSS DR,SANTA TERESA BL,25,2016-04-29T00:00:00.000Z,2,Y,3500,11,3100,4.89,"2, undivided",30,,0,,22,86,CITY,0,,,26,832c08ea-8645-4b45-b013-50ce81df7648,3545.55304214232
405,VIRGINIA ST,,BIRD AV,SEVENTH  ST,25,2017-08-23T00:00:00.000Z,3,L,7260,33,4400,4.98,"2, undivided",27.3, ,0,,20,88,CITY,0,,,24,fd717206-1819-4649-9a0e-b65b01cfaf10,7286.56685853674
406,VISTAPARK DR,,BRANHAM LN,CAPITOL EX,35,2011-07-19T00:00:00.000Z,10,X,3350,24,8250,4.19,"2, undivided w/ 2-way LT",40, ,0,,31,76,CITY,0,,,35,1d900fc5-9633-4d2c-ac06-b153d961d687,3351.43403005803
407,VISTAPARK DR,,CAPITOL EX,HILLSDALE AV,35,2014-07-16T00:00:00.000Z,10,X,2600,3,3650,1.52,"4, divided",37, ,0,,28,91,CITY,0,,,33,31db4525-f3dd-426c-a559-072f87bc6493,2783.95416192028
408,WESTMONT AV,,QUITO RD,HARRIET AV (W),30,2016-02-26T00:00:00.000Z,1,N,3800,10,4800,2.64,"2, divided",35, ,0,,28,94,CITY,0,,,32,a765e6ec-3494-4f36-93b0-1932a79afe1f,5281.92173554086
409,WHITE RD,,CUNNINGHAM AV,PENITENCIA CREEK RD,35,2018-04-06T00:00:00.000Z,5,W,21367,165,20950,1.78,"4, undivided/divided",39.5,,0,,32,90,CITY,0,,,36,7eb743d9-699d-4652-b2de-2c1fd5eaccd5,21303.6289000352
410,WHITE RD,,ABORN RD,CUNNINGHAM AV,40,2016-02-15T00:00:00.000Z,8,P,10990,71,25800,1.21,"4, 6, divided",43.7,,0,,34,78,CITY,0,,,39.3,d443f868-7b35-41b0-b8f0-00efc59a988a,10996.6631015106
411,WILLIAM ST,,ELEVENTH ST,TWENTY FOURTH ST,25,2011-07-18T00:00:00.000Z,3,K,4600,20,6450,3.25,"2, divided/undivided",28.5, ,0,,21,84,CITY,0,,,25.5,be2af20f-e55b-4bfc-b9e2-627703de2cad,4581.31242023567
412,WILLIAM ST,,MARKET ST,ELEVENTH ST,25,2011-05-10T00:00:00.000Z,3,K,3700,60,7450,10.5,"2, undivided",26.5, ,0,,19,91,CITY,0,,,23.5,d4ec2943-bf85-4b11-86dc-700ae0515526,3734.14303665963
413,WILLIAMS RD,,MOORPARK AV,WINCHESTER BL,35,2013-07-17T00:00:00.000Z,1,N,12800,45,7300,2.32,"2, undivided w/2-way LT lanes",39.3, ,0,,32,85,CITY,0,,,35.7,4372d72d-2f10-4921-b661-543bdf25d505,12865.5260959951
414,WILLOW ST,,120' E/O MINNESOTA AV,FIRST ST,25,2016-05-12T00:00:00.000Z,3,S,3680,35,5400,8.49,"2, undivided",30, ,0,,23,79,CITY,0,,,26.5,3d8810db-b6d1-412a-b25e-58f36c0226cb,3847.81484577998
415,WILLOW ST,,MERIDIAN AV,LINCOLN AV,30,2017-10-13T00:00:00.000Z,6,S,4070,12,8150,1.74,"2, undivided",33, ,0,,25,94,CITY,0,,,29,dea179f8-54c6-48cf-80bb-3a1dabaf2575,4080.55117230978
416,WINCHESTER BLVD,,MOORPARK AV,STEVENS CREEK BL,35,2018-10-26T00:00:00.000Z,1,N,2640,37,26500,2.55,"6, divided",37,,0,,29,87,CITY,0,,,32,28aec7bc-6181-4639-9bc5-34ffec258d25,2633.34723358126
417,WINCHESTER BLVD,,IMPALA DR,MOORPARK AV,40,2014-06-24T00:00:00.000Z,1,N,7300,96,26650,2.38,"4-6, divided",42, ,0,,33,82,CITY,0,,,37.3,def2d66e-996e-43e5-b217-20e18d5a296f,7311.99265515875
418,WINFIELD BLVD,,COLEMAN RD,CHYNOWETH AV,35,2012-11-20T00:00:00.000Z,10,A,6350,41,13000,2.39,"2, undivided w/2-way LT lane",38,,0,,30,87,CITY,0,,,34.5,374a1ecd-955f-489b-bd98-9c1c3bd5af2b,5809.35316395154
