Accident_Date,Accident_Time,LATITUDE,LONGITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,Accident
4/17/13,17,37.4158982,-121.8564194,CROPLEY AV,PIEDMONT RD,0,0,0,CROPLEY AV & PIEDMONT RD,25,760,1,1050,29,0,26,0.05,68,50,59,0
9/7/13,11,37.228898,-121.7804165,SANTA TERESA BL,SOUTH CITY LIMIT,0,0,0,SANTA TERESA BL & SOUTH CITY LIMIT,50,13100,14,4450,54.3,0,49.3,0,83,58,70.5,0
7/14/14,9,37.3039139,-121.7818679,YERBA BUENA  AV,100' S/O OF KOLNES CT,0,0,0,YERBA BUENA  AV & 100' S/O OF KOLNES CT,30,4700,5,2800,36.5,0,32,0,85,59,72,0
7/14/14,20,37.3009346,-121.9136302,MERIDIAN AV,MINNESOTA AV,0,0,0,MERIDIAN AV & MINNESOTA AV,35,8400,107,29250,38,0,34.5,0,85,59,72,0
5/28/14,17,37.2082066,-121.8528226,RAJKOVICH WY,GLENVIEW DR,0,0,0,RAJKOVICH WY & GLENVIEW DR,30,1800,1,1750,34,0,30,0.03,76,54,65,0
6/12/15,14,37.2602948,-121.854608,CHYNOWETH AV,NEW WORLD DR,0,0,0,CHYNOWETH AV & NEW WORLD DR,30,2150,3,2900,34,0,31,0,78,54,66,0
6/12/15,0,37.3562529,-121.8912252,MISSION ST (L),THIRTEENTH ST,0,0,0,MISSION ST (L) & THIRTEENTH ST,25,3440,15,1200,29,1,25,0,78,54,66,0
1/25/15,15,37.2223091,-121.7860617,MARTINVALE LN (L),HEATON MOOR DR,0,0,0,MARTINVALE LN (L) & HEATON MOOR DR,30,3000,5,1800,38,1,30,0.09,60,43,51.5,0
8/15/15,16,37.3419449,-121.8595078,SUNNY CT (L),MC LAUGHLIN AV,0,0,0,SUNNY CT (L) & MC LAUGHLIN AV,25,2150,9,2000,31,1,25,0,82,59,70.5,0
5/20/13,21,37.2602242,-121.8102572,ROEDER RD,MONTEREY HW,0,0,0,ROEDER RD & MONTEREY HW,30,3040,35,8750,32,0,27,0.01,76,54,65,0
2/24/14,14,37.3281845,-121.8942899,SAN CARLOS ST,WOZ WY,0,0,0,SAN CARLOS ST & WOZ WY,25,1975,20,12100,30.5,0,27,0.04,63,45,54,0
7/1/17,7,37.2969112,-121.7841105,YERBA BUENA RD (L),FOWLER RD,0,0,0,YERBA BUENA RD (L) & FOWLER RD,25,2300,2,1200,27.2,1,25,0,83,58,70.5,0
7/1/17,20,37.260273,-121.8089833,MONTEREY RD,BLOSSOM HILL RD,0,0,0,MONTEREY RD & BLOSSOM HILL RD,45,14200,170,31100,49.7,0,43.7,0,83,58,70.5,0
9/26/16,17,37.3090563,-121.9499772,WILLIAMS RD,WINCHESTER BL,0,0,0,WILLIAMS RD & WINCHESTER BL,25,2430,2,1450,28.5,0,24,0.01,80,56,68,0
12/27/17,23,37.2431887,-121.8895305,MERIDIAN AV,BLOSSOM HILL RD,0,0,0,MERIDIAN AV & BLOSSOM HILL RD,35,5200,17,21000,37.7,0,33.7,0.12,57,41,49,0
3/22/14,6,37.3090563,-121.9499772,WILLIAMS RD,WINCHESTER BL,0,0,0,WILLIAMS RD & WINCHESTER BL,25,2430,2,1450,28.5,0,24,0.09,67,48,57.5,0
2/25/14,11,37.2362739,-121.9129923,HARWOOD RD,BLOSSOM HILL RD,0,0,0,HARWOOD RD & BLOSSOM HILL RD,25,5000,6,3100,31,0,28.3,0.14,64,46,55,0
4/15/17,16,37.290793,-121.9766007,SAN TOMAS AQUINO RD,LATIMER AV,0,0,0,SAN TOMAS AQUINO RD & LATIMER AV,35,5100,20,12900,38.7,0,34.7,0.02,70,49,59.5,0
4/15/17,4,37.246019,-121.8038778,RALEIGH RD,COTTLE RD,0,0,0,RALEIGH RD & COTTLE RD,30,5580,7,3850,36,0,31.8,0.02,70,49,59.5,0
5/19/13,17,37.3991008,-121.9398465,RIVER OAKS PW,FIRST ST,0,0,0,RIVER OAKS PW & FIRST ST,35,7600,8,6500,38,0,32.7,0.01,76,53,64.5,0
6/26/15,4,37.4041047,-121.8977956,TRADE ZONE BL,MONTAGUE EX,0,0,0,TRADE ZONE BL & MONTAGUE EX,40,4540,26,21150,42,0,38.5,0,83,57,70,0
12/14/15,0,37.3161654,-121.95023,WINCHESTER BLVD,MOORPARK AV,0,0,0,WINCHESTER BLVD & MOORPARK AV,35,2640,37,26500,37,0,32,0.13,58,44,51,0
2/1/17,19,37.3047318,-121.9078691,CAMINO RAMON (L),MINNESOTA AV,0,0,0,CAMINO RAMON (L) & MINNESOTA AV,25,2600,8,3500,31,1,25,0.02,61,43,52,0
2/1/17,13,37.3397101,-121.8899066,THIRD ST,JULIAN ST,0,0,0,THIRD ST & JULIAN ST,30,3600,26,3100,31,0,28.7,0.02,61,43,52,0
6/26/17,10,37.2905712,-121.81758,TUERS RD,YERBA BUENA RD,0,0,0,TUERS RD & YERBA BUENA RD,25,3615,6,1100,29,0,25.5,0,83,57,70,0
8/27/17,22,37.3423604,-121.9108073,TAYLOR ST,COLEMAN AV,0,0,0,TAYLOR ST & COLEMAN AV,35,2500,29,14000,40,0,36.5,0,84,58,71,0
7/12/17,7,37.4310598,-121.9646114,SPRECKLES AV,GRAND BL,0,0,0,SPRECKLES AV & GRAND BL,25,1250,0,1250,29,0,25,0,83,59,71,0
12/25/16,21,37.4123978,-121.93702,TASMAN DR,ZANKER RD,0,0,0,TASMAN DR & ZANKER RD,40,2600,11,14500,42,0,36,0.05,57,39,48,0
12/26/13,13,37.26301,-121.8768302,BRANHAM LN,ALMADEN EX,0,0,0,BRANHAM LN & ALMADEN EX,40,5290,19,21000,43,0,40.3,0.04,57,40,48.5,0
6/9/17,20,37.3237928,-121.8085652,QUIMBY RD,CAPITOL EX,0,0,0,QUIMBY RD & CAPITOL EX,40,3300,42,31850,43,0,39.5,0.01,79,55,67,0
3/8/15,17,37.2659258,-121.8567976,NARVAEZ AV,BRANHAM LN,0,0,0,NARVAEZ AV & BRANHAM LN,35,3440,8,7900,39,0,37,0.05,66,46,56,0
3/8/15,4,37.3094656,-121.7835119,SAN FELIPE RD,FOWLER RD,0,0,0,SAN FELIPE RD & FOWLER RD,40,2700,27,22550,42,0,38.5,0.05,66,46,56,0
4/18/17,22,37.3260506,-121.8203695,QUIMBY RD,TULLY RD,0,0,0,QUIMBY RD & TULLY RD,35,4082,80,17100,39.5,0,35.5,0.05,70,49,59.5,0
1/27/13,15,37.2207639,-121.7825998,BERNAL RD,HEATON MOOR DR (175' W/O),0,0,0,BERNAL RD & HEATON MOOR DR (175' W/O),35,2800,9,6000,39,0,35,0.18,60,44,52,0
6/7/14,5,37.3461716,-121.8198845,McGINNESS AV,CORNWALL DR,0,0,0,McGINNESS AV & CORNWALL DR,30,2600,25,6150,33.5,0,29.5,0,77,55,66,0
3/3/15,7,37.3159255,-121.9760401,SARATOGA AV,MOORPARK AV,0,0,0,SARATOGA AV & MOORPARK AV,35,3150,140,49450,39,0,35,0.15,63,47,55,0
3/3/15,23,37.2182497,-121.8783639,McABEE RD,LEYLAND PARK DR,0,0,0,McABEE RD & LEYLAND PARK DR,25,1550,1,3100,29,0,27,0.15,63,47,55,0
3/3/15,18,37.3911732,-121.8655036,SIERRA RD,CAPITOL  AV,0,0,0,SIERRA RD & CAPITOL  AV,35,6150,30,8400,38.5,0,35,0.15,63,47,55,0
8/18/14,12,37.2784989,-121.8782507,FOXWORTHY AV,OLD ALMADEN RD,0,0,0,FOXWORTHY AV & OLD ALMADEN RD,35,1950,14,10100,38,0,34,0,80,58,69,0
8/18/14,3,37.2826309,-121.8278781,EL CAJON DR (L),SEVEN TREES BL,0,0,0,EL CAJON DR (L) & SEVEN TREES BL,25,2800,17,2500,37,1,25,0,80,58,69,0
6/26/14,10,37.2939492,-122.0321972,DE ANZA BL,PROSPECT  RD,0,0,0,DE ANZA BL & PROSPECT  RD,40,6650,39,37450,42,0,38.3,0,83,57,70,0
12/1/15,7,37.297116,-121.8817335,BIRD AV,MALONE RD,0,0,0,BIRD AV & MALONE RD,35,4600,4,9850,36,0,31.3,0.07,61,43,52,0
6/13/16,0,37.262181,-121.813518,EDENVIEW DR,MONTEREY RD,0,0,0,EDENVIEW DR & MONTEREY RD,25,1475,6,2900,28,0,24,0,80,55,67.5,0
4/22/13,23,37.3187249,-121.7606636,GURDWARA AV,ABORN RD,0,0,0,GURDWARA AV & ABORN RD,35,4050,9,2700,39,0,35.5,0.03,73,51,62,0
2/17/13,5,37.3470553,-121.8327104,JACKSON AV,STORY RD,0,0,0,JACKSON AV & STORY RD,35,8350,140,20900,38,0,33.7,0.17,63,47,55,0
9/8/15,23,37.3738902,-121.8730531,LUNDY AV,BERRYESSA RD,0,0,0,LUNDY AV & BERRYESSA RD,40,12600,56,15950,43.5,0,39.3,0.01,83,57,70,0
5/24/16,17,37.3774406,-121.9252053,CHARCOT AV,ORCHARD PW,0,0,0,CHARCOT AV & ORCHARD PW,35,3850,9,13250,39,0,35,0.01,77,55,66,0
4/6/13,16,37.3161463,-121.9546725,EDEN AV,MOORPARK AV,0,0,0,EDEN AV & MOORPARK AV,25,2450,7,1800,33,0,25,0.03,69,49,59,0
6/11/15,12,37.3247002,-121.9135191,PASO LOS CERRITOS (L),MERIDIAN AV,0,0,0,PASO LOS CERRITOS (L) & MERIDIAN AV,25,3525,2,780,33,1,25,0,77,55,66,0
11/4/17,7,37.3186545,-121.8653994,TENTH ST,HUMBOLDT ST,0,0,0,TENTH ST & HUMBOLDT ST,35,3000,28,11000,42,0,37,0,70,49,59.5,0
12/9/17,18,37.3208766,-121.9111988,AUZERAIS AV,RACE ST,0,0,0,AUZERAIS AV & RACE ST,25,5950,34,5250,28.5,0,24.5,0.08,61,44,52.5,0
1/7/16,21,37.3826673,-121.8956973,MURPHY AV,OAKLAND RD,0,0,0,MURPHY AV & OAKLAND RD,40,3320,22,45900,44.5,0,41,0.12,58,42,50,0
6/22/17,1,37.2936337,-122.0149602,MILLER AV,PROSPECT RD,0,0,0,MILLER AV & PROSPECT RD,35,6150,21,8300,39,0,35,0,83,57,70,0
2/19/16,10,37.3647332,-121.8916725,COMMERCIAL ST,OAKLAND RD,0,0,0,COMMERCIAL ST & OAKLAND RD,35,3200,35,24100,36,0,33,0.17,63,46,54.5,0
4/2/16,8,37.3355076,-121.8005417,TULLY RD,WHITE RD,0,0,0,TULLY RD & WHITE RD,35,4600,16,12000,39.5,0,36,0.01,68,48,58,0
4/2/16,13,37.3639472,-121.9289375,AIRPORT PW,AIRPORT BL,0,0,0,AIRPORT PW & AIRPORT BL,35,2500,13,18350,39,0,35,0.01,68,48,58,0
4/2/16,5,37.3620725,-121.9190371,AIRPORT BL,SKYPORT DR,0,0,0,AIRPORT BL & SKYPORT DR,35,4200,7,16000,39,0,36,0.01,68,48,58,0
2/3/17,7,37.2836061,-121.9766573,BUCKNALL RD,SAN TOMAS AQUINO RD,0,0,0,BUCKNALL RD & SAN TOMAS AQUINO RD,30,3100,6,1150,31,0,27,0.13,62,43,52.5,0
12/19/13,2,37.211053,-121.8069487,ALMADEN EX,HARRY RD,0,0,0,ALMADEN EX & HARRY RD,50,21700,288,20500,51,0,50,0.1,58,42,50,0
8/21/17,20,37.3661718,-121.81906,EAST HILLS DR,GUNN CT,0,0,0,EAST HILLS DR & GUNN CT,25,2080,2,3800,29.5,0,26.5,0,80,57,68.5,0
5/7/14,19,37.3381636,-121.8854751,QUITO RD,S CITY LIMIT,0,0,0,QUITO RD & S CITY LIMIT,35,1500,4,14700,38,0,34.5,0.03,75,51,63,0
10/27/15,9,37.292345,-121.880227,CURTNER AV,ALMADEN RD,0,0,0,CURTNER AV & ALMADEN RD,40,7150,199,30600,42,0,38,0.03,72,51,61.5,0
10/27/15,5,37.3056486,-121.7972227,NIEMAN BL,GOLDEN DEW CI (S),0,0,0,NIEMAN BL & GOLDEN DEW CI (S),35,3800,57,8600,39,0,35.7,0.03,72,51,61.5,0
3/17/13,16,37.2362739,-121.9129923,HARWOOD RD,BLOSSOM HILL RD,0,0,0,HARWOOD RD & BLOSSOM HILL RD,25,5000,6,3100,31,0,28.3,0.08,68,47,57.5,0
10/20/13,23,37.2496389,-121.8569206,INDIAN AV (L),SANTA TERESA BLVD,0,0,0,INDIAN AV (L) & SANTA TERESA BLVD,30,5280,2,400,32,1,28,0.04,74,53,63.5,0
12/1/14,2,37.2553608,-121.8982855,MERIDIAN AV,BRANHAM LN,0,0,0,MERIDIAN AV & BRANHAM LN,35,4950,36,15700,39,0,35.5,0.07,61,43,52,0
4/15/14,1,37.3827681,-121.9251803,COMPONENT DR,FIRST ST,0,0,0,COMPONENT DR & FIRST ST,35,1560,1,3200,37,0,32,0.02,70,49,59.5,0
1/7/15,21,37.246838,-121.8676917,WINFIELD BLVD,SOUTH END,0,0,0,WINFIELD BLVD & SOUTH END,30,2100,8,3150,34,0,31,0.12,58,42,50,0
12/18/15,16,37.3438629,-121.8743542,SANTA CLARA ST,SEVENTEENTH ST,0,0,0,SANTA CLARA ST & SEVENTEENTH ST,25,4300,82,16100,30,0,26.5,0.08,59,42,50.5,0
12/13/13,8,37.3250281,-121.8333067,LANAI AV (L),PENSACOLA DR,0,0,0,LANAI AV (L) & PENSACOLA DR,25,2100,36,6400,34,1,25,0.03,59,44,51.5,0
9/24/14,20,37.3330193,-121.8713255,THIRTEENTH ST,REED ST,0,0,0,THIRTEENTH ST & REED ST,25,3855,5,1400,28,0,24,0.02,80,57,68.5,0
9/2/13,0,37.31014,-121.7688909,LITTLEWORTH WY (L),FOWLER RD,0,0,0,LITTLEWORTH WY (L) & FOWLER RD,25,2900,0,340,37,1,25,0,84,58,71,0
2/21/14,19,37.2900519,-121.9892594,HAMILTON AV,CAMPBELL AV,0,0,0,HAMILTON AV & CAMPBELL AV,35,5650,53,16550,40,0,36,0.12,65,47,56,0
11/20/13,2,37.2409491,-121.799735,INTERNATIONAL CIR,HOSPITAL PW,0,0,0,INTERNATIONAL CIR & HOSPITAL PW,20,2900,3,5100,23,0,21,0.06,63,45,54,0
10/13/16,9,37.2715932,-121.8229317,HOUNDSHAVEN WY (L),SKYWAY DR,0,0,0,HOUNDSHAVEN WY (L) & SKYWAY DR,30,3100,6,1700,35.5,1,30,0.09,76,53,64.5,0
11/17/17,22,37.3514071,-121.8265461,STORY ROAD,CAPITOL EX,0,0,0,STORY ROAD & CAPITOL EX,35,5400,117,21700,37,0,34,0.14,65,48,56.5,0
10/3/16,13,37.2841724,-121.8143303,PALISADE AVE,HELLYER AVE,0,0,0,PALISADE AVE & HELLYER AVE,25,1870,9,6600,31.5,0,28,0,78,54,66,0
11/8/15,13,37.2502803,-121.8588003,SANTA TERESA BL,BLOSSOM HILL RD,0,0,0,SANTA TERESA BL & BLOSSOM HILL RD,40,20000,120,22100,45,0,40.5,0.09,66,48,57,0
3/15/17,21,37.2216613,-121.8820644,MERIDIAN AV,CAMDEN AV,0,0,0,MERIDIAN AV & CAMDEN AV,35,8750,30,10800,39.3,0,36,0.12,67,46,56.5,0
10/24/16,6,37.26301,-121.8768302,BRANHAM LN,ALMADEN EX,0,0,0,BRANHAM LN & ALMADEN EX,40,5290,19,21000,43,0,40.3,0.03,73,53,63,0
5/9/13,18,37.250276,-121.7707319,HELLYER AV,SILICON VALLEY BL,0,0,0,HELLYER AV & SILICON VALLEY BL,45,7000,13,4700,48.5,0,43.5,0.01,74,51,62.5,0
7/20/17,2,37.3398099,-121.8431206,KING RD,STORY RD,0,0,0,KING RD & STORY RD,35,8200,197,17650,36.3,0,32.5,0,82,59,70.5,0
12/4/14,12,37.3234954,-121.9238436,SHASTA AV,SAN CARLOS ST,0,0,0,SHASTA AV & SAN CARLOS ST,25,2760,5,3750,29,0,28,0.03,60,42,51,0
6/1/13,4,37.2900051,-121.8978028,COTTLE AV (SCHOOL ZONE),CURTNER AV,0,0,0,COTTLE AV (SCHOOL ZONE) & CURTNER AV,15,2200,4,3500,16.5,0,15,0,81,56,68.5,0
2/25/15,5,37.3926092,-121.8342483,PENITENCIA CREEK RD,TOYON AV,0,0,0,PENITENCIA CREEK RD & TOYON AV,25,2000,3,2600,31,0,27.5,0.14,64,46,55,0
2/28/13,19,37.2553608,-121.8982855,BRANHAM LN,MERIDIAN AV,0,0,0,BRANHAM LN & MERIDIAN AV,35,6940,28,17850,38.3,0,35,0.04,65,46,55.5,0
9/20/16,7,37.4152016,-121.9531406,FIRST ST,SR-237,0,0,0,FIRST ST & SR-237,35,500,8,7400,39.3,0,35,0,83,56,69.5,0
12/26/16,4,37.3438629,-121.8743542,SANTA CLARA ST,SEVENTEENTH ST,0,0,0,SANTA CLARA ST & SEVENTEENTH ST,25,4300,82,16100,30,0,26.5,0.04,57,40,48.5,0
5/23/14,0,37.3140207,-121.791719,WHITE RD,ABORN RD,0,0,0,WHITE RD & ABORN RD,40,10990,71,25800,43.7,0,39.3,0.04,77,54,65.5,0
7/11/16,20,37.3166923,-121.9144608,PARKMOOR AV,MERIDIAN AV,0,0,0,PARKMOOR AV & MERIDIAN AV,30,2000,12,10250,33,0,29,0,83,58,70.5,0
4/28/14,2,37.2182497,-121.8783639,McABEE RD,LEYLAND PARK DR,0,0,0,McABEE RD & LEYLAND PARK DR,25,1550,1,3100,29,0,27,0.05,72,51,61.5,0
12/17/15,12,37.3354556,-121.9034381,JULIAN ST,MONTGOMERY ST,0,0,0,JULIAN ST & MONTGOMERY ST,30,3100,46,11200,35,0,30,0.06,59,41,50,0
8/9/17,7,37.2545815,-121.8663241,THORNWOOD DR,WINFIELD BL,0,0,0,THORNWOOD DR & WINFIELD BL,35,2300,11,13300,39,0,36,0,83,60,71.5,0
10/22/14,0,37.3285906,-121.8806331,FOURTH ST,REED ST,0,0,0,FOURTH ST & REED ST,30,5700,67,11950,30.5,0,26.5,0,73,53,63,0
12/22/17,23,37.2930779,-121.8746194,CANOAS GARDEN AV,CURTNER AV,0,0,0,CANOAS GARDEN AV & CURTNER AV,30,800,8,2250,31,0,28,0.11,55,40,47.5,0
10/6/14,1,37.2435756,-121.9461822,LOS GATOS-ALMADEN RD,CAMINO DEL CERRO,0,0,0,LOS GATOS-ALMADEN RD & CAMINO DEL CERRO,35,9650,14,6400,38.7,0,35,0,78,55,66.5,0
10/6/14,14,37.3639472,-121.9289375,GATEWAY PL,AIRPORT PW,0,0,0,GATEWAY PL & AIRPORT PW,30,1260,2,4500,30,0,27,0,78,55,66.5,0
2/9/13,18,37.3728843,-121.8853451,SIERRA RD,300' E/O HAZLETT WY,0,0,0,SIERRA RD & 300' E/O HAZLETT WY,25,1690,1,2250,31.5,0,27.5,0.1,61,45,53,0
3/8/14,10,37.2148343,-121.867204,BOSE LN,HAMPTON DR,0,0,0,BOSE LN & HAMPTON DR,25,2380,0,1300,29.5,0,25.5,0.05,66,46,56,0
3/8/14,12,37.3319107,-121.9038604,SANTA CLARA ST,STOCKTON AV,0,0,0,SANTA CLARA ST & STOCKTON AV,30,2250,25,16950,34,0,30,0.05,66,46,56,0
5/25/17,8,37.3451151,-121.9019003,HOBSON ST,WEST END,0,0,0,HOBSON ST & WEST END,25,1160,1,500,28,0,23,0.01,76,54,65,0
12/22/13,10,37.2183977,-121.9078203,GUADALUPE MINES RD,S CITY LIMIT,0,0,0,GUADALUPE MINES RD & S CITY LIMIT,35,3000,3,2950,38,0,34,0.11,55,40,47.5,0
7/24/13,18,37.3283593,-121.8853371,WILLIAM ST,MARKET ST,0,0,0,WILLIAM ST & MARKET ST,25,3700,60,7450,26.5,0,23.5,0,82,60,71,0
12/16/16,1,37.3075549,-121.8740572,BARNARD AV,LITTLE ORCHARD ST,0,0,0,BARNARD AV & LITTLE ORCHARD ST,25,2010,2,1550,28.5,0,23.5,0.05,59,41,50,0
8/10/17,8,37.4261842,-121.9760921,TAYLOR ST,GOLD ST,0,0,0,TAYLOR ST & GOLD ST,25,330,1,5100,24,0,21,0,83,59,71,0
4/5/13,13,37.3319383,-121.9346113,HEDDING ST,BASCOM AV,0,0,0,HEDDING ST & BASCOM AV,35,4600,23,7000,38.5,0,35,0.03,69,47,58,0
4/21/14,19,37.3186545,-121.8653994,TENTH ST,HUMBOLDT ST,0,0,0,TENTH ST & HUMBOLDT ST,35,3000,28,11000,42,0,37,0.04,72,51,61.5,0
12/14/14,2,37.2363591,-121.9036358,CAMDEN AV,BLOSSOM HILL RD,0,0,0,CAMDEN AV & BLOSSOM HILL RD,40,9000,22,23600,44.3,0,40.3,0.13,58,44,51,0
3/24/17,1,37.3215618,-121.8043469,SCOTTSDALE DR (L),QUIMBY RD,0,0,0,SCOTTSDALE DR (L) & QUIMBY RD,25,4200,7,2000,32,1,25,0.11,66,47,56.5,0
5/14/16,14,37.3278842,-121.8395005,HAVANA DR,MIDFILED AV,0,0,0,HAVANA DR & MIDFILED AV,25,1850,6,4250,28,0,24.5,0,75,52,63.5,0
7/26/16,16,37.3639472,-121.9289375,TERMINAL DR (L),AIRPORT BL,0,0,0,TERMINAL DR (L) & AIRPORT BL,25,2000,36,10000,29,1,25,0,83,58,70.5,0
8/6/17,5,37.299331,-121.771281,YERBA BUENA RD,SAN FELIPE RD,0,0,0,YERBA BUENA RD & SAN FELIPE RD,40,7775,13,10750,44.3,0,40.3,0,83,59,71,0
10/21/15,23,37.3103594,-122.0135873,BOLLINGER RD,MILLER AV,0,0,0,BOLLINGER RD & MILLER AV,35,5100,35,17650,39,0,36,0.02,73,53,63,0
3/25/17,13,37.3245453,-121.9005036,SAN CARLOS ST,BIRD AV,0,0,0,SAN CARLOS ST & BIRD AV,35,2180,18,6250,39,0,35,0.09,66,47,56.5,0
5/6/17,6,37.2659258,-121.8567976,NARVAEZ AV,BRANHAM LN,0,0,0,NARVAEZ AV & BRANHAM LN,35,3440,8,7900,39,0,37,0.02,74,52,63,0
6/11/17,5,37.260252,-121.9464383,WOODARD RD,BASCOM AV,0,0,0,WOODARD RD & BASCOM AV,30,4385,4,3650,33.5,0,29.5,0,77,55,66,0
7/17/14,16,37.2593936,-121.8903011,JARVIS AV,BRANHAM LN,0,0,0,JARVIS AV & BRANHAM LN,30,5400,9,3850,34.5,0,31,0,83,59,71,0
7/17/14,23,37.3330193,-121.8713255,THIRTEENTH ST,REED ST,0,0,0,THIRTEENTH ST & REED ST,25,3855,5,1400,28,0,24,0,83,59,71,0
4/26/17,21,37.3094967,-121.9934219,WILLIAMS RD,MOORPARK AV,0,0,0,WILLIAMS RD & MOORPARK AV,35,12800,45,7300,39.3,0,35.7,0,73,50,61.5,0
3/5/14,9,37.2517475,-121.9466889,SAMARITAN DR,BASCOM AV,0,0,0,SAMARITAN DR & BASCOM AV,30,2850,4,10250,35,0,31,0.12,63,47,55,0
1/11/13,16,37.3153742,-121.8908536,PREVOST ST,MINNESOTA AV,0,0,0,PREVOST ST & MINNESOTA AV,25,1645,2,750,26,0,23,0.04,58,42,50,0
12/26/14,15,37.3103594,-122.0135873,BOLLINGER RD,MILLER AV,0,0,0,BOLLINGER RD & MILLER AV,35,5100,35,17650,39,0,36,0.04,57,40,48.5,0
10/26/15,4,37.3329548,-121.8676652,SEVENTH ST,MARGARET WY,0,0,0,SEVENTH ST & MARGARET WY,25,2000,24,10350,32,0,28,0.1,73,51,62,0
12/12/17,21,37.2584572,-121.7859423,FONTANOSO AV,SILVER CREEK VALLEY RD,0,0,0,FONTANOSO AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0.12,58,43,50.5,0
1/25/14,14,37.3094967,-121.9934219,WILLIAMS RD,MOORPARK AV,0,0,0,WILLIAMS RD & MOORPARK AV,35,12800,45,7300,39.3,0,35.7,0.09,60,43,51.5,0
11/11/13,17,37.3359996,-121.8775357,SAN CARLOS ST,TENTH ST,0,0,0,SAN CARLOS ST & TENTH ST,25,2260,10,2700,27.5,0,23.5,0.08,66,47,56.5,0
11/11/13,19,37.4036297,-121.987492,TASMAN DR,WEST CITY LIMIT,0,0,0,TASMAN DR & WEST CITY LIMIT,35,5000,15,13600,39.5,0,36,0.08,66,47,56.5,0
10/6/13,19,37.2867515,-121.9663323,CAMPBELL AV,ABBEY LN,0,0,0,CAMPBELL AV & ABBEY LN,35,2300,5,22800,38,0,34,0,78,55,66.5,0
8/4/13,9,37.3319383,-121.9346113,HEDDING ST,BASCOM AV,0,0,0,HEDDING ST & BASCOM AV,35,4600,23,7000,38.5,0,35,0,82,59,70.5,0
10/14/16,18,37.2474947,-121.9503207,CARLTON AV,NATIONAL AV,0,0,0,CARLTON AV & NATIONAL AV,30,5525,6,2550,33,0,29.5,0,77,53,65,0
3/15/14,6,37.299517,-122.0323481,RAINBOW DR,DE ANZA BL,0,0,0,RAINBOW DR & DE ANZA BL,35,7900,21,3675,38,0,34,0.12,67,46,56.5,0
12/20/14,13,37.2216613,-121.8820644,MERIDIAN AV,CAMDEN AV,0,0,0,MERIDIAN AV & CAMDEN AV,35,8750,30,10800,39.3,0,36,0.1,57,41,49,0
7/25/17,9,37.2425554,-121.875061,COLEMAN RD,ALMADEN EX,0,0,0,COLEMAN RD & ALMADEN EX,40,4350,29,21300,44,0,40,0,82,59,70.5,0
10/2/15,20,37.3799064,-121.9091296,JUNCTION AV,BROKAW RD,0,0,0,JUNCTION AV & BROKAW RD,40,9600,10,8850,40.3,0,37.3,0.01,77,56,66.5,0
11/28/14,2,37.329188,-121.9010384,SAN FERNANDO ST,MONTGOMERY ST,0,0,0,SAN FERNANDO ST & MONTGOMERY ST,25,8166,47,8750,29,0,25.7,0.08,60,43,51.5,0
8/15/17,4,37.3101209,-122.0105367,HYDE AV (L),BOLLINGER RD,0,0,0,HYDE AV (L) & BOLLINGER RD,25,3200,5,1900,30,1,25,0,82,59,70.5,0
5/28/15,8,37.3904627,-121.842445,PIEDMONT RD,PENITENCIA CREEK RD,0,0,0,PIEDMONT RD & PENITENCIA CREEK RD,35,5500,42,13600,38.3,0,34,0.03,76,54,65,0
2/27/13,13,37.3415002,-121.8060084,WHITE RD,CUNNINGHAM AV,0,0,0,WHITE RD & CUNNINGHAM AV,35,21367,165,20950,39.5,0,36,0.2,64,46,55,0
1/21/14,17,37.3867108,-121.8319036,GOLF DR (L),TOYON  AV,0,0,0,GOLF DR (L) & TOYON  AV,25,1980,3,1500,35,1,25,0.07,59,42,50.5,0
6/6/16,4,37.3376264,-121.9192495,TAYLOR ST,THE ALAMEDA,0,0,0,TAYLOR ST & THE ALAMEDA,35,3100,28,10300,38,0,34,0.01,76,55,65.5,0
11/19/14,2,37.3353685,-121.8966167,ST JOHN ST,ALMADEN BL,0,0,0,ST JOHN ST & ALMADEN BL,20,6890,39,3000,25.5,0,22,0.03,64,46,55,0
8/1/15,4,37.3662643,-121.9151363,SKYPORT DR,SR-87,0,0,0,SKYPORT DR & SR-87,40,2000,20,7500,41,0,36,0,83,58,70.5,0
12/17/14,13,37.2896076,-121.8716119,CANOAS GARDEN AV,SANDS DR,0,0,0,CANOAS GARDEN AV & SANDS DR,35,1550,4,7100,36,0,33,0.06,59,41,50,0
12/17/14,13,37.2714633,-121.8456285,BLUEFIELD DR (L),CAPITOL EX,0,0,0,BLUEFIELD DR (L) & CAPITOL EX,25,4700,12,13000,34,1,25,0.06,59,41,50,0
1/9/16,21,37.3319107,-121.9038604,STOCKTON AV,THE ALAMEDA,0,0,0,STOCKTON AV & THE ALAMEDA,30,4200,30,7700,34.5,0,30.5,0.11,59,44,51.5,0
10/11/16,11,37.3255657,-121.9450002,STEVENS CREEK BL,I-880,0,0,0,STEVENS CREEK BL & I-880,35,2500,37,22000,36,0,32,0,76,53,64.5,0
