,Accident_Date,Accident_Time,LONGITUDE,LATITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs
380,2015-08-06,14:32:00.000Z,-121.89329440000002,37.34948052,JACKSON ST,SIXTH ST,0,1,2,100' west of JACKSON ST & SIXTH ST,25,3940,10,2600,31.0,0,27.0,0.0,83,59,71.0
381,2015-08-08,00:11:00.000Z,-121.7619878,37.21972279,BAYLISS DR,SANTA TERESA BL,1,0,1,BAYLISS DR & SANTA TERESA BL,50,13100,14,4450,54.3,0,49.3,0.0,85,60,72.5
382,2015-08-10,20:13:00.000Z,-121.8289196,37.32030695,ALVIN AV,TULLY RD,0,1,0,160' west of ALVIN AV & TULLY RD,30,1550,26,6850,31.0,0,27.0,0.0,83,59,71.0
383,2015-08-15,10:19:00.000Z,-121.8514743,37.3341986,FELIPE AV,STORY RD,0,1,2,290' west of FELIPE AV & STORY RD,35,8200,197,17650,36.3,0,32.5,0.0,82,59,70.5
384,2015-08-19,10:49:00.000Z,-121.88710649999999,37.24581806,BLOSSOM HILL RD,KOOSER RD,0,1,1,205' west of BLOSSOM HILL RD & KOOSER RD,35,10600,20,18700,42.0,0,37.0,0.0,80,58,69.0
385,2015-08-20,16:33:00.000Z,-121.86228100000001,37.22165055,ALMADEN EX,CAMDEN AV,0,1,2,240' west of ALMADEN EX & CAMDEN AV,35,4550,14,4550,39.0,0,35.0,0.02,79,58,68.5
386,2015-08-21,18:29:00.000Z,-121.8547316,37.30357533,SEVENTH ST,TULLY RD,0,1,0,SEVENTH ST & TULLY RD,35,8034,36,13500,38.5,0,35.5,0.0,80,57,68.5
387,2015-08-22,06:14:00.000Z,-121.84206999999999,37.33883304,KING RD,MERCADO DW,1,0,1,80' north of KING RD & MERCADO DW,35,8200,197,17650,36.3,0,32.5,0.0,82,58,70.0
388,2015-08-22,13:02:00.000Z,-121.75116240000001,37.2264387,METCALF RD,MONTEREY RD,0,1,0,51' north of METCALF RD & MONTEREY RD,45,14200,170,31100,49.7,0,43.7,0.0,82,58,70.0
389,2015-08-22,18:40:00.000Z,-121.78368970000001,37.26029487,HELLYER AV,SILVER CREEK VALLEY RD,0,1,0,HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39.0,0,34.0,0.0,82,58,70.0
390,2015-08-23,14:46:00.000Z,-121.8410426,37.26599971,BRANHAM LN,KINGSPARK DR,0,1,0,BRANHAM LN & KINGSPARK DR,35,3350,24,8250,40.0,0,35.0,0.0,82,58,70.0
391,2015-08-27,13:05:00.000Z,-121.8289196,37.32030695,ALVIN AV,TULLY RD,0,1,2,140' south of ALVIN AV & TULLY RD,30,1550,26,6850,31.0,0,27.0,0.0,84,58,71.0
392,2015-08-31,21:07:00.000Z,-121.78421540000001,37.23557882,SAN IGNACIO AV,VIA DEL ORO ,0,1,0,655' north of SAN IGNACIO AV & VIA DEL ORO ,35,3700,4,5100,38.5,0,34.0,0.0,84,59,71.5
393,2015-08-31,20:43:00.000Z,-121.9129416,37.39810799,MONTAGUE EX,OTOOLE AV,0,1,2,MONTAGUE EX & OTOOLE AV,45,10360,58,29400,47.5,0,43.0,0.0,84,59,71.5
394,2015-09-04,06:42:00.000Z,-121.890593,37.40331799,LUNDY AV,TRADE ZONE BL,1,0,0,150' west of LUNDY AV & TRADE ZONE BL,40,5570,116,42900,42.5,0,39.0,0.0,82,58,70.0
395,2015-09-07,02:33:00.000Z,-121.87956570000001,37.27506415,ALMADEN EX,HILLSDALE AV,1,0,0,ALMADEN EX & HILLSDALE AV,40,10700,62,23900,44.0,0,40.7,0.0,83,58,70.5
396,2015-09-07,17:37:00.000Z,-121.86119099999999,37.3035989,CURTNER AV,MONTEREY RD,0,1,2,CURTNER AV & MONTEREY RD,40,7150,199,30600,42.0,0,38.0,0.0,83,58,70.5
397,2015-09-07,23:05:00.000Z,-121.8599923,37.22418003,MEADOWOOD DR,REDMOND AV,0,1,1,155' north of MEADOWOOD DR & REDMOND AV,35,12400,17,4100,39.0,0,35.0,0.0,83,58,70.5
398,2015-09-11,08:34:00.000Z,-121.8901449,37.29345283,LINCOLN AV,MALONE RD,0,1,0,LINCOLN AV & MALONE RD,30,3200,9,3900,32.5,0,28.5,0.0,82,57,69.5
399,2015-09-13,05:45:00.000Z,-121.8922913,37.36809622,OAKLAND RD,SERVICE ST,1,0,0,75' south of OAKLAND RD & SERVICE ST,35,3200,35,24100,36.0,0,33.0,0.01,81,58,69.5
400,2015-09-20,21:54:00.000Z,-121.8741688,37.41393236,LANEVIEW DR,MORRILL AV,1,0,2,295' north of LANEVIEW DR & MORRILL AV,30,3550,11,2500,34.0,1,30.0,0.0,83,56,69.5
401,2015-09-25,09:34:00.000Z,-121.90620030000001,37.22064175,GUADALUPE MINES RD,VIA LUGANO ,1,0,0,GUADALUPE MINES RD & VIA LUGANO ,35,3000,3,2950,38.0,0,34.0,0.03,81,57,69.0
402,2015-09-25,02:24:00.000Z,-121.8375767,37.34365975,HOPKINS DR,STORY RD,0,1,1,HOPKINS DR & STORY RD,25,4050,15,4300,29.0,0,26.0,0.03,81,57,69.0
403,2015-09-29,12:55:00.000Z,-121.77983090000001,37.23295691,GREAT OAKS BL,VIA DEL ORO ,0,1,1,GREAT OAKS BL & VIA DEL ORO ,40,4920,10,11700,41.0,0,37.0,0.0,80,56,68.0
404,2015-09-29,22:22:00.000Z,-121.9773527,37.31067787,SARATOGA AV,STRAWBERRY PARK DR,0,1,0,SARATOGA AV & STRAWBERRY PARK DR,30,3100,8,2600,32.0,0,29.0,0.0,80,56,68.0
405,2015-10-03,20:18:00.000Z,-121.82590619999999,37.32237618,KING RD,TULLY RD,0,1,0,KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7,0.0,78,54,66.0
406,2015-10-04,12:50:00.000Z,-121.8499243,37.406290399999996,INSPIRATION CT,PIEDMONT RD,1,0,0,177' south of INSPIRATION CT & PIEDMONT RD,30,8100,3,750,32.5,0,29.0,0.02,77,55,66.0
407,2015-10-05,18:22:00.000Z,-121.86279640000002,37.25840241,CHYNOWETH AV,PEARL AV,1,0,0,CHYNOWETH AV & PEARL AV,35,2500,9,5550,38.0,0,34.0,0.01,78,54,66.0
408,2015-10-10,15:05:00.000Z,-121.79533020000001,37.32007051,STEVENS LN,WHITE RD,0,1,0,STEVENS LN & WHITE RD,30,3600,8,3500,34.5,0,30.5,0.03,77,53,65.0
409,2015-10-11,03:09:00.000Z,-121.82682659999999,37.36453964,ROSE AV,WHITE RD,0,1,0,ROSE AV & WHITE RD,30,2400,11,3500,36.0,0,30.0,0.0,76,53,64.5
410,2015-10-11,01:20:00.000Z,-121.8884765,37.33717795,SANTA CLARA ST,THIRD ST,0,1,1,SANTA CLARA ST & THIRD ST,30,4300,22,13100,33.5,0,29.0,0.0,76,53,64.5
411,2015-10-11,00:42:00.000Z,-121.8750034,37.3174695,FIRST ST,FLOYD ST,1,0,0,67' south of FIRST ST & FLOYD ST,25,550,5,9850,29.0,0,27.0,0.0,76,53,64.5
412,2015-10-12,19:45:00.000Z,-121.86119099999999,37.3035989,CURTNER AV,MONTEREY RD,0,1,1,311' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36.0,0.04,76,53,64.5
413,2015-10-13,07:05:00.000Z,-121.82554309999999,37.36314676,FLORENCE AV,WHITE RD,1,0,1,FLORENCE AV & WHITE RD,30,2400,11,3500,36.0,0,30.0,0.09,76,53,64.5
414,2015-10-13,19:35:00.000Z,-121.9085612,37.26998268,FOXWORTHY AV,GRIZILO DR,0,1,0,FOXWORTHY AV & GRIZILO DR,25,6400,2,2050,29.3,0,28.0,0.09,76,53,64.5
415,2015-10-13,22:53:00.000Z,-121.86965330000001,37.34611438,SANTA CLARA ST,TWENTY SECOND ST,3,1,0,SANTA CLARA ST & TWENTY SECOND ST,25,7300,21,2600,29.7,0,27.0,0.09,76,53,64.5
416,2015-10-17,01:53:00.000Z,-121.87194070000001,37.32272442,KEYES ST,SEVENTH ST,0,1,0,72' west of KEYES ST & SEVENTH ST,35,4100,103,16000,36.5,0,32.0,0.01,76,52,64.0
417,2015-10-21,05:48:00.000Z,-121.8365175,37.27926591,CAPITOL EX,MONTEREY RD,1,0,1,1059' east of CAPITOL EX & MONTEREY RD,35,9700,139,11850,39.5,0,35.5,0.02,73,53,63.0
418,2015-10-28,10:30:00.000Z,-121.82590619999999,37.32237618,KING RD,TULLY RD,0,1,1,134' west of KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7,0.03,71,51,61.0
419,2015-10-29,18:20:00.000Z,-121.8343821,37.34883176,CINDERELLA LN,JACKSON AV,0,1,2,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38.0,0,33.7,0.08,69,51,60.0
420,2015-10-31,18:46:00.000Z,-121.8895236,37.30570677,BIRD AV,BUCHSER WY,0,1,2,BIRD AV & BUCHSER WY,15,805,0,2342,16.5,0,15.0,0.02,69,50,59.5
421,2015-10-31,16:47:00.000Z,-121.92253980000001,37.30385511,DE ROSE WY,LEIGH AV,0,1,0,DE ROSE WY & LEIGH AV,35,8250,72,9950,40.0,0,36.0,0.02,69,50,59.5
422,2015-11-01,07:18:00.000Z,-121.8845997,37.32212318,ALMADEN AV,VIRGINIA ST,0,1,0,ALMADEN AV & VIRGINIA ST,30,5000,50,7900,33.3,0,30.0,0.0,71,48,59.5
423,2015-11-02,19:00:00.000Z,-121.8889217,37.2756889,FOXWORTHY AV,LANSFORD AV,0,1,1,200' north of FOXWORTHY AV & LANSFORD AV,25,4350,8,2200,31.0,0,26.5,0.01,70,48,59.0
424,2015-11-03,07:58:00.000Z,-121.90165400000001,37.24112039,CARTER AV,KOOSER RD,0,1,1,CARTER AV & KOOSER RD,30,3600,3,1900,32.0,0,27.0,0.01,71,49,60.0
425,2015-11-04,14:45:00.000Z,-121.83057099999999,37.23368185,CHOCTAW DR,SNELL AV,0,1,0,CHOCTAW DR & SNELL AV,40,5320,37,14250,42.5,0,38.5,0.0,70,49,59.5
426,2015-11-05,19:59:00.000Z,-121.87299180000001,37.32222577,KEYES ST,SIXTH ST,0,1,1,KEYES ST & SIXTH ST,35,4100,103,16000,36.5,0,32.0,0.0,69,48,58.5
427,2015-11-07,13:46:00.000Z,-121.83760339999999,37.37376234,FRANCIS DR,MCKEE RD,0,1,2,FRANCIS DR & MCKEE RD,35,8200,197,17650,36.3,0,32.5,0.05,68,49,58.5
428,2015-11-07,18:33:00.000Z,-121.7716098,37.30688266,CHRISTIAN DR,DELTA RD,0,1,1,CHRISTIAN DR & DELTA RD,25,3700,7,9850,31.5,0,28.5,0.05,68,49,58.5
429,2015-11-08,20:58:00.000Z,-121.9753466,37.31672543,JUNIPERO SERRA FR,SARATOGA AV,0,1,1,JUNIPERO SERRA FR & SARATOGA AV,40,7500,32,13550,44.5,0,41.5,0.09,66,48,57.0
430,2015-11-09,03:55:00.000Z,-121.87038329999999,37.22929885,ALMADEN EX,REDMOND AV,1,0,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36.0,0,33.0,0.06,66,47,56.5
431,2015-11-10,18:25:00.000Z,-121.83266029999999,37.34699098,JACKSON AV,STORY RD,0,1,1,JACKSON AV & STORY RD,35,8350,140,20900,38.0,0,33.7,0.13,66,49,57.5
432,2015-11-13,17:43:00.000Z,-121.93165490000001,37.28018572,BASCOM AV,DRY CREEK RD,0,1,0,549' north of BASCOM AV & DRY CREEK RD,40,4250,56,20400,43.0,0,39.0,0.13,65,47,56.0
433,2015-11-14,16:18:00.000Z,-121.8925565,37.24067416,BLOSSOM HILL RD,VASSAR DR,0,1,1,BLOSSOM HILL RD & VASSAR DR,35,5200,17,21000,37.7,0,33.7,0.02,64,46,55.0
434,2015-11-18,19:00:00.000Z,-121.8174038,37.26463694,BOUGAINVILLEA DR,MONTEREY RD,0,1,0,BOUGAINVILLEA DR & MONTEREY RD,25,1475,6,2900,28.0,0,24.0,0.04,64,47,55.5
435,2015-11-20,23:10:00.000Z,-121.90923640000001,37.24773819,CAMDEN AV,MICHON DR,0,1,0,CAMDEN AV & MICHON DR,35,4000,67,21000,37.5,0,35.0,0.06,63,45,54.0
436,2015-11-21,19:42:00.000Z,-121.8505321,37.29273394,MONTECITO VISTA DR,MONTEREY RD,1,0,2,MONTECITO VISTA DR & MONTEREY RD,35,4000,12,7150,38.0,0,34.0,0.03,62,46,54.0
437,2015-11-22,09:55:00.000Z,-121.8923265,37.32609188,GUADALUPE FR,WOZ WY,0,1,0,285' south of GUADALUPE FR & WOZ WY,25,1975,20,12100,30.5,0,27.0,0.03,62,46,54.0
438,2015-11-22,19:15:00.000Z,-121.7870587,37.32484443,QUIMBY RD,REMINGTON WY,0,1,2,110' west of QUIMBY RD & REMINGTON WY,40,9000,27,15200,43.5,0,39.0,0.03,62,46,54.0
439,2015-11-27,00:06:00.000Z,-121.81995420000001,37.35561147,STONEHEDGE WY,STORY RD,0,1,0,STONEHEDGE WY & STORY RD,30,2600,25,6150,33.5,0,29.5,0.08,60,43,51.5
440,2015-12-03,07:38:00.000Z,-121.89824479999999,37.32390906,AUZERAIS AV,ILLINOIS AV,0,1,1,AUZERAIS AV & ILLINOIS AV,25,5950,34,5250,28.5,0,24.5,0.07,61,43,52.0
441,2015-12-07,09:41:00.000Z,-121.78368970000001,37.26029487,HELLYER AV,SILVER CREEK VALLEY RD,1,0,0,HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39.0,0,34.0,0.08,61,44,52.5
442,2015-12-07,12:35:00.000Z,-121.86485929999999,37.34404659,SAN ANTONIO ST,TWENTY FOURTH ST,0,1,0,SAN ANTONIO ST & TWENTY FOURTH ST,35,4000,43,11400,37.0,0,34.0,0.08,61,44,52.5
443,2015-12-10,18:05:00.000Z,-121.8306356,37.23810282,SHAWCROFT DR,SNELL AV,1,0,0,SHAWCROFT DR & SNELL AV,40,5320,37,14250,42.5,0,38.5,0.14,60,44,52.0
444,2015-12-11,21:51:00.000Z,-121.86333940000002,37.26582582,BRANHAM LN,HEPPNER LN,0,1,1,BRANHAM LN & HEPPNER LN,35,3440,8,7900,39.0,0,37.0,0.1,59,44,51.5
445,2015-12-11,05:52:00.000Z,-121.91092569999999,37.34236135,COLEMAN AV,TAYLOR ST,1,0,1,170' west of COLEMAN AV & TAYLOR ST,35,1900,36,27500,39.0,0,36.0,0.1,59,44,51.5
446,2015-12-12,08:50:00.000Z,-121.82233959999999,37.32478632,BRAHMS AV,TULLY RD,0,1,2,BRAHMS AV & TULLY RD,35,4082,80,17100,39.5,0,35.5,0.12,58,43,50.5
447,2015-12-12,15:53:00.000Z,-121.73734250000001,37.26818152,HEARTLAND WY,SAN FELIPE RD,0,1,0,HEARTLAND WY & SAN FELIPE RD,35,5200,4,9250,39.0,0,35.5,0.12,58,43,50.5
448,2015-12-12,22:17:00.000Z,-121.7993682,37.29886732,GLENGROVE WY,YERBA BUENA RD,1,0,0,GLENGROVE WY & YERBA BUENA RD,35,3600,46,22900,39.0,0,34.0,0.12,58,43,50.5
449,2015-12-14,08:05:00.000Z,-121.8402841,37.25899147,CHYNOWETH AV,DUESENBURG DR,1,0,2,CHYNOWETH AV & DUESENBURG DR,40,6000,21,9750,43.5,0,39.0,0.13,58,44,51.0
450,2015-12-15,17:27:00.000Z,-121.8501331,37.36526377,JACKSON AV,MCKEE RD,1,0,1,JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35.0,0.1,58,43,50.5
451,2015-12-15,16:32:00.000Z,-121.8858217,37.36289415,HEDDING ST,MABURY RD,0,1,1,HEDDING ST & MABURY RD,35,2050,26,14150,41.0,0,37.0,0.1,58,43,50.5
452,2015-12-15,21:30:00.000Z,-121.8547316,37.30357533,SEVENTH ST,TULLY RD,1,0,0,SEVENTH ST & TULLY RD,35,8034,36,13500,38.5,0,35.5,0.1,58,43,50.5
453,2015-12-18,09:33:00.000Z,-121.88814850000001,37.33482156,SAN FERNANDO ST,SECOND ST,1,0,1,SAN FERNANDO ST & SECOND ST,25,8166,47,8750,29.0,0,25.7,0.08,59,42,50.5
454,2015-12-18,22:00:00.000Z,-121.8690844,37.29838356,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30.0,0,26.0,0.08,59,42,50.5
455,2015-12-19,02:51:00.000Z,-121.84347439999999,37.30360758,FELDSPAR DR,SENTER RD,1,0,1,FELDSPAR DR & SENTER RD,30,3900,23,6250,32.5,0,29.5,0.1,58,42,50.0
456,2015-12-19,18:40:00.000Z,-121.8292558,37.32576439,KING RD,WAVERLY AV,1,0,1,KING RD & WAVERLY AV,35,5400,38,11050,39.3,0,34.7,0.1,58,42,50.0
457,2015-12-19,19:53:00.000Z,-121.90691229999999,37.25208223,BRANHAM LN,LAWSON CT,0,1,2,BRANHAM LN & LAWSON CT,30,7500,36,8500,34.7,0,31.0,0.1,58,42,50.0
458,2015-12-21,22:46:00.000Z,-121.8303408,37.2906268,SENTER RD,SINGLETON RD,1,0,0,SENTER RD & SINGLETON RD,25,2100,8,2550,29.5,0,26.0,0.16,56,41,48.5
459,2015-12-22,17:43:00.000Z,-121.93170220000002,37.29931527,BASCOM AV,PAMLAR AV,1,0,1,BASCOM AV & PAMLAR AV,30,5800,19,2100,33.0,0,29.0,0.11,55,40,47.5
460,2015-12-23,21:40:00.000Z,-121.8860672,37.387358299999995,LUNDY AV,MURPHY AV,1,0,1,LUNDY AV & MURPHY AV,40,3320,22,45900,44.5,0,41.0,0.01,57,39,48.0
461,2015-12-25,18:24:00.000Z,-121.9114632,37.36417878,FIRST ST,SONORA AV,0,1,1,FIRST ST & SONORA AV,40,2000,20,7500,41.0,0,36.0,0.05,57,39,48.0
462,2015-12-26,18:13:00.000Z,-121.83322720000001,37.29342558,CAPITOL EX,SENTER RD,0,1,1,CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.04,57,40,48.5
463,2015-12-27,15:19:00.000Z,-121.84331740000002,37.31591186,LUCRETIA AV,SUMMERSIDE DR,0,1,1,488' south of LUCRETIA AV & SUMMERSIDE DR,35,8000,75,8050,41.0,0,37.0,0.12,57,41,49.0
464,2016-01-02,19:08:00.000Z,-121.87743859999999,37.33011919,REED ST,SEVENTH ST,1,0,2,REED ST & SEVENTH ST,30,5000,50,7900,33.3,0,30.0,0.17,58,42,50.0
465,2016-01-04,11:00:00.000Z,-121.8732887,37.31056324,POMONA AV,SAN JOSE AV,0,1,0,51' west of POMONA AV & SAN JOSE AV,40,2100,33,20200,42.0,0,38.0,0.12,58,42,50.0
466,2016-01-12,08:13:00.000Z,-121.90828390000001,37.26682026,HILLSDALE AV,KIRK RD,1,0,0,HILLSDALE AV & KIRK RD,30,5000,5,2350,33.0,0,29.0,0.09,58,41,49.5
467,2016-01-15,23:06:00.000Z,-121.92253980000001,37.30385511,DE ROSE WY,LEIGH AV,1,0,1,79' north of DE ROSE WY & LEIGH AV,35,8250,72,9950,40.0,0,36.0,0.08,58,42,50.0
468,2016-01-15,23:02:00.000Z,-121.8942558,37.33840557,MARKET ST,ST JAMES ST,0,1,0,MARKET ST & ST JAMES ST,25,1975,20,12100,30.5,0,27.0,0.08,58,42,50.0
469,2016-01-17,19:54:00.000Z,-121.8815845,37.38274634,LUNDY AV,TOWNSEND AV,0,1,1,LUNDY AV & TOWNSEND AV,25,2250,9,2600,33.6,1,25.0,0.07,59,42,50.5
470,2016-01-22,21:35:00.000Z,-121.9382503,37.32704831,CIRO AV,FOREST AV,0,1,1,92' west of CIRO AV & FOREST AV,35,3800,14,6050,36.5,0,33.0,0.13,58,42,50.0
471,2016-01-23,13:09:00.000Z,-121.88589850000001,37.27340767,HILLSDALE AV,VISTAMONT DR,0,1,0,HILLSDALE AV & VISTAMONT DR,35,1950,14,10100,38.0,0,34.0,0.1,59,42,50.5
472,2016-01-25,00:42:00.000Z,-121.87249369999999,37.29512544,CURTNER AV,GUADALUPE FR,1,0,1,CURTNER AV & GUADALUPE FR,30,800,8,2250,31.0,0,28.0,0.09,60,43,51.5
473,2016-01-27,17:28:00.000Z,-121.8959649,37.35691517,EIGHTH ST,HEDDING ST,0,1,0,EIGHTH ST & HEDDING ST,35,3700,10,11750,39.0,0,34.5,0.18,60,44,52.0
474,2016-01-28,08:44:00.000Z,-121.85698229999998,37.37521288,LAVA WY,MABURY RD,0,1,1,LAVA WY & MABURY RD,35,3040,12,18600,38.0,0,35.0,0.06,60,44,52.0
475,2016-01-30,02:35:00.000Z,-121.8526636,37.34985447,KING RD,SAN ANTONIO ST,1,0,0,KING RD & SAN ANTONIO ST,35,4000,43,11400,37.0,0,34.0,0.04,61,42,51.5
476,2016-02-07,14:07:00.000Z,-121.8006307,37.33555169,TULLY RD,WHITE RD,1,0,0,TULLY RD & WHITE RD,40,4100,47,27400,44.0,0,40.0,0.11,61,45,53.0
477,2016-02-09,19:37:00.000Z,-121.8726447,37.29101768,CANOAS GARDEN AV,MASONIC DR,0,1,1,CANOAS GARDEN AV & MASONIC DR,35,1550,4,7100,36.0,0,33.0,0.1,61,45,53.0
478,2016-02-09,07:20:00.000Z,-121.8486271,37.3456072,KING RD,VIRGINIA PL,0,1,2,KING RD & VIRGINIA PL,35,4000,43,11400,37.0,0,34.0,0.1,61,45,53.0
479,2016-02-10,17:46:00.000Z,-121.98569690000001,37.29726007,COUNTRY LN,SARATOGA AV,0,1,2,COUNTRY LN & SARATOGA AV,35,9300,20,11050,39.0,0,35.0,0.12,62,44,53.0
480,2016-02-11,22:46:00.000Z,-121.90996100000001,37.33352733,JULIAN ST,KEEBLE AV,0,1,0,58' west of JULIAN ST & KEEBLE AV,30,3100,46,11200,35.0,0,30.0,0.07,62,44,53.0
481,2016-02-12,21:07:00.000Z,-121.9223087,37.30878553,GOODWIN AV,LEIGH AV,0,1,1,GOODWIN AV & LEIGH AV,40,2700,27,24400,45.0,0,41.0,0.15,63,45,54.0
482,2016-02-12,00:10:00.000Z,-121.949933,37.29840243,DRIFTWOOD DR,WINCHESTER BL,1,0,2,DRIFTWOOD DR & WINCHESTER BL,25,2430,2,1450,28.5,0,24.0,0.15,63,45,54.0
483,2016-02-12,23:57:00.000Z,-121.90587169999999,37.32113309,AUZERAIS AV,SUNOL ST,0,1,2,211' west of AUZERAIS AV & SUNOL ST,25,5950,34,5250,28.5,0,24.5,0.15,63,45,54.0
484,2016-02-13,19:12:00.000Z,-121.8104205,37.34656629999999,ROCKY MOUNTAIN DR,WHITE RD,0,1,0,82' south of ROCKY MOUNTAIN DR & WHITE RD,35,4000,25,9400,39.0,0,34.0,0.09,63,46,54.5
485,2016-02-19,10:00:00.000Z,-121.89705649999999,37.36217487,COMMERCIAL ST,TENTH ST,0,1,2,COMMERCIAL ST & TENTH ST,30,2080,1,4200,33.0,0,29.0,0.17,63,46,54.5
486,2016-02-20,14:15:00.000Z,-121.9187221,37.31711474,PARKMOOR AV,SINCLAIR FR,0,1,0,PARKMOOR AV & SINCLAIR FR,30,2000,12,10250,33.0,0,29.0,0.07,63,45,54.0
487,2016-02-20,12:14:00.000Z,-121.856577,37.31621801,NEEDLES DR,SENTER RD,0,1,2,123' east of NEEDLES DR & SENTER RD,40,6200,182,34000,42.0,0,37.5,0.07,63,45,54.0
488,2016-02-20,21:31:00.000Z,-121.90415349999999,37.22756503,CAMDEN AV,VISTA LOOP ,2,0,0,CAMDEN AV & VISTA LOOP ,40,10750,27,9900,43.0,0,39.3,0.07,63,45,54.0
489,2016-02-25,19:05:00.000Z,-122.0322574,37.30301928,BARK LN,DE ANZA BL,1,0,1,107' north of BARK LN & DE ANZA BL,35,7900,21,3675,38.0,0,34.0,0.14,64,46,55.0
490,2016-02-26,16:19:00.000Z,-121.86179579999998,37.34554119,SAN ANTONIO ST,TWENTY EIGHTH ST,0,1,1,SAN ANTONIO ST & TWENTY EIGHTH ST,35,4000,43,11400,37.0,0,34.0,0.08,64,46,55.0
491,2016-02-27,08:30:00.000Z,-121.8636834,37.27465092,CAPITOL EX,GUADALUPE FR,0,1,0,CAPITOL EX & GUADALUPE FR,35,2300,28,12100,39.0,0,35.0,0.2,64,46,55.0
492,2016-02-28,02:48:00.000Z,-121.88680359999998,37.26447066,ADOBE CT,CHERRY AV,0,1,0,ADOBE CT & CHERRY AV,35,13450,54,7200,37.3,0,33.3,0.04,65,46,55.5
493,2016-02-28,21:19:00.000Z,-121.91375990000002,37.32349381,MERIDIAN AV,SAN CARLOS ST,0,2,0,MERIDIAN AV & SAN CARLOS ST,35,8400,107,29250,38.0,0,34.5,0.04,65,46,55.5
494,2016-02-29,13:25:00.000Z,-121.90402150000001,37.29204813,GLEN ELLEN WY,HICKS AV,0,1,0,GLEN ELLEN WY & HICKS AV,30,2000,3,10800,33.0,0,30.0,0.04,65,46,55.5
495,2016-02-29,12:25:00.000Z,-121.8306356,37.23810282,SHAWCROFT DR,SNELL AV,1,0,0,SHAWCROFT DR & SNELL AV,40,5320,37,14250,42.5,0,38.5,0.04,65,46,55.5
496,2016-03-04,02:47:00.000Z,-121.9223341,37.26175374,CAMDEN AV,LEIGH AV,1,0,0,CAMDEN AV & LEIGH AV,25,6973,14,1900,30.7,0,27.3,0.09,63,46,54.5
497,2016-03-05,23:02:00.000Z,-121.8270195,37.35083834,CAPITOL EX,STORY RD,0,1,1,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5,0.12,63,47,55.0
498,2016-03-05,22:07:00.000Z,-121.89705649999999,37.36217487,COMMERCIAL ST,TENTH ST,1,0,1,991' north of COMMERCIAL ST & TENTH ST,35,3200,35,24100,36.0,0,33.0,0.12,63,47,55.0
499,2016-03-06,00:47:00.000Z,-121.8437737,37.38282912,MABURY RD,ROYAL GLEN DR,0,1,1,MABURY RD & ROYAL GLEN DR,35,3400,16,10250,39.0,0,36.0,0.11,65,46,55.5
500,2016-03-07,10:57:00.000Z,-121.8302957,37.32929211,BERMUDA WY,CUNNINGHAM AV,0,1,0,BERMUDA WY & CUNNINGHAM AV,35,3520,9,4100,38.5,0,35.0,0.06,65,46,55.5
501,2016-03-08,16:25:00.000Z,-121.8652592,37.31376245,PHELAN AV,SEVENTH ST,0,1,2,300' north of PHELAN AV & SEVENTH ST,25,4830,19,7950,29.5,0,26.5,0.05,66,46,56.0
502,2016-03-15,unknown,-121.81535600000001,37.35872687,LANCELOT LN,STORY RD,0,1,1,LANCELOT LN & STORY RD,30,3650,5,4800,33.0,0,30.0,0.12,67,46,56.5
503,2016-03-18,unknown,-121.87624620000001,37.25906315,ALMADEN EX,CHERRY AV,0,1,1,ALMADEN EX & CHERRY AV,35,13450,54,7200,37.3,0,33.3,0.03,68,48,58.0
504,2016-03-18,22:13:00.000Z,-121.87910259999998,37.31282306,ALMA AV,VINE ST,0,1,0,ALMA AV & VINE ST,30,2000,47,17000,33.0,0,30.0,0.03,68,48,58.0
505,2016-03-23,14:00:00.000Z,-121.8424568,37.38857062,FIJI DR,WHITE RD,0,1,0,FIJI DR & WHITE RD,30,2500,1,7900,34.5,0,30.0,0.08,66,48,57.0
506,2016-03-27,21:32:00.000Z,-121.8860672,37.387358299999995,LUNDY AV,MURPHY AV,0,1,0,LUNDY AV & MURPHY AV,40,3320,22,45900,44.5,0,41.0,0.05,69,47,58.0
507,2016-03-29,19:25:00.000Z,-121.8449318,37.29984476,MEADOWFAIRE DR,UMBARGER RD,0,2,1,MEADOWFAIRE DR & UMBARGER RD,35,4000,12,7150,38.0,0,34.0,0.02,69,47,58.0
508,2016-04-03,00:16:00.000Z,-121.93165490000001,37.28018572,BASCOM AV,DRY CREEK RD,0,1,2,410' south of BASCOM AV & DRY CREEK RD,40,4250,56,20400,43.0,0,39.0,0.08,68,48,58.0
